unix_ms,t_et,state
1702044000000,2023-12-08 09:00:00,none
1702054800000,2023-12-08 12:00:00,none
1702058400000,2023-12-08 13:00:00,none
1702371600000,2023-12-12 04:00:00,none
1702375200000,2023-12-12 05:00:00,none
1702378800000,2023-12-12 06:00:00,long
1702382400000,2023-12-12 07:00:00,long
1702386000000,2023-12-12 08:00:00,none
1702389600000,2023-12-12 09:00:00,none
1702393200000,2023-12-12 10:00:00,none
1702396800000,2023-12-12 11:00:00,short
1702400400000,2023-12-12 12:00:00,none
1702458000000,2023-12-13 04:00:00,none
1702461600000,2023-12-13 05:00:00,none
1702465200000,2023-12-13 06:00:00,none
1702468800000,2023-12-13 07:00:00,none
1702472400000,2023-12-13 08:00:00,none
1702476000000,2023-12-13 09:00:00,none
1702479600000,2023-12-13 10:00:00,long
1702483200000,2023-12-13 11:00:00,none
1702486800000,2023-12-13 12:00:00,none
1702490400000,2023-12-13 13:00:00,none
1702544400000,2023-12-14 04:00:00,none
1702548000000,2023-12-14 05:00:00,short
1702551600000,2023-12-14 06:00:00,none
1702555200000,2023-12-14 07:00:00,none
1702558800000,2023-12-14 08:00:00,none
1702562400000,2023-12-14 09:00:00,none
1702566000000,2023-12-14 10:00:00,none
1702576800000,2023-12-14 13:00:00,none
1702580400000,2023-12-14 14:00:00,none
1702584000000,2023-12-14 15:00:00,none
1702587600000,2023-12-14 16:00:00,none
1702594800000,2023-12-14 18:00:00,none
1702598400000,2023-12-14 19:00:00,none
1702630800000,2023-12-15 04:00:00,none
1702634400000,2023-12-15 05:00:00,none
1702638000000,2023-12-15 06:00:00,none
1702641600000,2023-12-15 07:00:00,short
1702645200000,2023-12-15 08:00:00,none
1702890000000,2023-12-18 04:00:00,none
1702893600000,2023-12-18 05:00:00,none
1702904400000,2023-12-18 08:00:00,short
1702908000000,2023-12-18 09:00:00,short
1702911600000,2023-12-18 10:00:00,short
1702915200000,2023-12-18 11:00:00,none
1702918800000,2023-12-18 12:00:00,none
1702922400000,2023-12-18 13:00:00,none
1702926000000,2023-12-18 14:00:00,short
1702929600000,2023-12-18 15:00:00,none
1702933200000,2023-12-18 16:00:00,none
1702936800000,2023-12-18 17:00:00,none
1702940400000,2023-12-18 18:00:00,short
1702944000000,2023-12-18 19:00:00,none
1702976400000,2023-12-19 04:00:00,none
1702980000000,2023-12-19 05:00:00,none
1702983600000,2023-12-19 06:00:00,none
1702987200000,2023-12-19 07:00:00,none
1702990800000,2023-12-19 08:00:00,none
1702994400000,2023-12-19 09:00:00,none
1702998000000,2023-12-19 10:00:00,none
1703001600000,2023-12-19 11:00:00,none
1703005200000,2023-12-19 12:00:00,none
1703008800000,2023-12-19 13:00:00,none
1703012400000,2023-12-19 14:00:00,none
1703016000000,2023-12-19 15:00:00,none
1703019600000,2023-12-19 16:00:00,none
1703023200000,2023-12-19 17:00:00,none
1703026800000,2023-12-19 18:00:00,short
1703030400000,2023-12-19 19:00:00,short
1703062800000,2023-12-20 04:00:00,none
1703066400000,2023-12-20 05:00:00,none
1703070000000,2023-12-20 06:00:00,none
1703073600000,2023-12-20 07:00:00,none
1703084400000,2023-12-20 10:00:00,none
1703088000000,2023-12-20 11:00:00,none
1703091600000,2023-12-20 12:00:00,none
1703095200000,2023-12-20 13:00:00,none
1703098800000,2023-12-20 14:00:00,none
1703149200000,2023-12-21 04:00:00,long
1703152800000,2023-12-21 05:00:00,long
1703156400000,2023-12-21 06:00:00,none
1703160000000,2023-12-21 07:00:00,none
1703163600000,2023-12-21 08:00:00,none
1703167200000,2023-12-21 09:00:00,none
1703170800000,2023-12-21 10:00:00,none
1703174400000,2023-12-21 11:00:00,none
1703178000000,2023-12-21 12:00:00,none
1703181600000,2023-12-21 13:00:00,none
1703185200000,2023-12-21 14:00:00,long
1703188800000,2023-12-21 15:00:00,long
1703192400000,2023-12-21 16:00:00,none
1703196000000,2023-12-21 17:00:00,none
1703199600000,2023-12-21 18:00:00,none
1703203200000,2023-12-21 19:00:00,none
1703235600000,2023-12-22 04:00:00,none
1703239200000,2023-12-22 05:00:00,none
1703242800000,2023-12-22 06:00:00,none
1703246400000,2023-12-22 07:00:00,none
1703250000000,2023-12-22 08:00:00,none
1703282400000,2023-12-22 17:00:00,none
1703584800000,2023-12-26 05:00:00,none
1703592000000,2023-12-26 07:00:00,none
1703595600000,2023-12-26 08:00:00,none
1703599200000,2023-12-26 09:00:00,none
1703602800000,2023-12-26 10:00:00,none
1703667600000,2023-12-27 04:00:00,none
1703671200000,2023-12-27 05:00:00,none
1703674800000,2023-12-27 06:00:00,none
1703689200000,2023-12-27 10:00:00,none
1703692800000,2023-12-27 11:00:00,none
1703696400000,2023-12-27 12:00:00,none
1703700000000,2023-12-27 13:00:00,none
1703703600000,2023-12-27 14:00:00,none
1703707200000,2023-12-27 15:00:00,none
1703754000000,2023-12-28 04:00:00,none
1703757600000,2023-12-28 05:00:00,none
1703761200000,2023-12-28 06:00:00,none
1703764800000,2023-12-28 07:00:00,none
1703768400000,2023-12-28 08:00:00,none
1703772000000,2023-12-28 09:00:00,none
1703775600000,2023-12-28 10:00:00,none
1703779200000,2023-12-28 11:00:00,none
1703782800000,2023-12-28 12:00:00,none
1703786400000,2023-12-28 13:00:00,none
1703790000000,2023-12-28 14:00:00,none
1703793600000,2023-12-28 15:00:00,none
1703797200000,2023-12-28 16:00:00,none
1703800800000,2023-12-28 17:00:00,none
1703804400000,2023-12-28 18:00:00,none
1703808000000,2023-12-28 19:00:00,none
1703840400000,2023-12-29 04:00:00,none
1704186000000,2024-01-02 04:00:00,none
1704229200000,2024-01-02 16:00:00,none
1704232800000,2024-01-02 17:00:00,none
1704236400000,2024-01-02 18:00:00,none
1704240000000,2024-01-02 19:00:00,none
1704322800000,2024-01-03 18:00:00,none
1704326400000,2024-01-03 19:00:00,none
1704358800000,2024-01-04 04:00:00,none
1704362400000,2024-01-04 05:00:00,none
1704366000000,2024-01-04 06:00:00,none
1704369600000,2024-01-04 07:00:00,none
1704373200000,2024-01-04 08:00:00,short
1704380400000,2024-01-04 10:00:00,short
1704384000000,2024-01-04 11:00:00,short
1704387600000,2024-01-04 12:00:00,short
1704391200000,2024-01-04 13:00:00,none
1704394800000,2024-01-04 14:00:00,none
1704398400000,2024-01-04 15:00:00,none
1704477600000,2024-01-05 13:00:00,none
1704484800000,2024-01-05 15:00:00,none
1704704400000,2024-01-08 04:00:00,none
1704708000000,2024-01-08 05:00:00,none
1704711600000,2024-01-08 06:00:00,none
1704715200000,2024-01-08 07:00:00,none
1704790800000,2024-01-09 04:00:00,none
1704794400000,2024-01-09 05:00:00,long
1704798000000,2024-01-09 06:00:00,long
1704801600000,2024-01-09 07:00:00,long
1704805200000,2024-01-09 08:00:00,long
1704808800000,2024-01-09 09:00:00,none
1704812400000,2024-01-09 10:00:00,long
1704816000000,2024-01-09 11:00:00,long
1704819600000,2024-01-09 12:00:00,none
1704823200000,2024-01-09 13:00:00,none
1704826800000,2024-01-09 14:00:00,none
1704830400000,2024-01-09 15:00:00,none
1704834000000,2024-01-09 16:00:00,none
1704837600000,2024-01-09 17:00:00,none
1704841200000,2024-01-09 18:00:00,none
1704844800000,2024-01-09 19:00:00,none
1704877200000,2024-01-10 04:00:00,none
1704967200000,2024-01-11 05:00:00,none
1704974400000,2024-01-11 07:00:00,none
1704978000000,2024-01-11 08:00:00,none
1704981600000,2024-01-11 09:00:00,none
1704985200000,2024-01-11 10:00:00,none
1704999600000,2024-01-11 14:00:00,short
1705014000000,2024-01-11 18:00:00,none
1705017600000,2024-01-11 19:00:00,none
1705050000000,2024-01-12 04:00:00,none
1705053600000,2024-01-12 05:00:00,none
1705064400000,2024-01-12 08:00:00,none
1705068000000,2024-01-12 09:00:00,none
1705071600000,2024-01-12 10:00:00,none
1705075200000,2024-01-12 11:00:00,none
1705078800000,2024-01-12 12:00:00,none
1705082400000,2024-01-12 13:00:00,none
1705086000000,2024-01-12 14:00:00,none
1705089600000,2024-01-12 15:00:00,long
1705093200000,2024-01-12 16:00:00,none
1705096800000,2024-01-12 17:00:00,long
1705420800000,2024-01-16 11:00:00,none
1705424400000,2024-01-16 12:00:00,none
1705431600000,2024-01-16 14:00:00,none
1705442400000,2024-01-16 17:00:00,none
1705446000000,2024-01-16 18:00:00,short
1705449600000,2024-01-16 19:00:00,short
1705536000000,2024-01-17 19:00:00,none
1705568400000,2024-01-18 04:00:00,none
1705572000000,2024-01-18 05:00:00,none
1705575600000,2024-01-18 06:00:00,none
1705600800000,2024-01-18 13:00:00,none
1705914000000,2024-01-22 04:00:00,none
1705917600000,2024-01-22 05:00:00,none
1705921200000,2024-01-22 06:00:00,none
1705924800000,2024-01-22 07:00:00,none
1705932000000,2024-01-22 09:00:00,none
1705939200000,2024-01-22 11:00:00,none
1705946400000,2024-01-22 13:00:00,none
1705950000000,2024-01-22 14:00:00,none
1705953600000,2024-01-22 15:00:00,none
1705957200000,2024-01-22 16:00:00,none
1705960800000,2024-01-22 17:00:00,none
1705964400000,2024-01-22 18:00:00,none
1705968000000,2024-01-22 19:00:00,none
1706000400000,2024-01-23 04:00:00,long
1706004000000,2024-01-23 05:00:00,long
1706007600000,2024-01-23 06:00:00,long
1706011200000,2024-01-23 07:00:00,none
1706014800000,2024-01-23 08:00:00,none
1706018400000,2024-01-23 09:00:00,none
1706022000000,2024-01-23 10:00:00,none
1706025600000,2024-01-23 11:00:00,long
1706029200000,2024-01-23 12:00:00,long
1706032800000,2024-01-23 13:00:00,none
1706036400000,2024-01-23 14:00:00,none
1706040000000,2024-01-23 15:00:00,short
1706043600000,2024-01-23 16:00:00,none
1706047200000,2024-01-23 17:00:00,none
1706050800000,2024-01-23 18:00:00,none
1706054400000,2024-01-23 19:00:00,none
1706086800000,2024-01-24 04:00:00,none
1706090400000,2024-01-24 05:00:00,none
1706094000000,2024-01-24 06:00:00,none
1706097600000,2024-01-24 07:00:00,none
1706101200000,2024-01-24 08:00:00,none
1706104800000,2024-01-24 09:00:00,none
1706108400000,2024-01-24 10:00:00,none
1706122800000,2024-01-24 14:00:00,none
1706173200000,2024-01-25 04:00:00,none
1706176800000,2024-01-25 05:00:00,none
1706180400000,2024-01-25 06:00:00,none
1706184000000,2024-01-25 07:00:00,none
1706187600000,2024-01-25 08:00:00,none
1706191200000,2024-01-25 09:00:00,none
1706194800000,2024-01-25 10:00:00,none
1706198400000,2024-01-25 11:00:00,none
1706202000000,2024-01-25 12:00:00,none
1706205600000,2024-01-25 13:00:00,none
1706209200000,2024-01-25 14:00:00,none
1706212800000,2024-01-25 15:00:00,none
1706216400000,2024-01-25 16:00:00,none
1706220000000,2024-01-25 17:00:00,none
1706223600000,2024-01-25 18:00:00,none
1706227200000,2024-01-25 19:00:00,none
1706263200000,2024-01-26 05:00:00,none
1706266800000,2024-01-26 06:00:00,none
1706270400000,2024-01-26 07:00:00,none
1706274000000,2024-01-26 08:00:00,none
1706277600000,2024-01-26 09:00:00,none
1706281200000,2024-01-26 10:00:00,none
1706284800000,2024-01-26 11:00:00,none
1706288400000,2024-01-26 12:00:00,none
1706518800000,2024-01-29 04:00:00,none
1706522400000,2024-01-29 05:00:00,none
1706526000000,2024-01-29 06:00:00,none
1706529600000,2024-01-29 07:00:00,none
1706533200000,2024-01-29 08:00:00,none
1706536800000,2024-01-29 09:00:00,none
1706540400000,2024-01-29 10:00:00,long
1706547600000,2024-01-29 12:00:00,long
1706551200000,2024-01-29 13:00:00,none
1706554800000,2024-01-29 14:00:00,none
1706605200000,2024-01-30 04:00:00,none
1706608800000,2024-01-30 05:00:00,none
1706612400000,2024-01-30 06:00:00,none
1706616000000,2024-01-30 07:00:00,none
1706619600000,2024-01-30 08:00:00,none
1706623200000,2024-01-30 09:00:00,none
1706630400000,2024-01-30 11:00:00,none
1706637600000,2024-01-30 13:00:00,none
1706641200000,2024-01-30 14:00:00,none
1706644800000,2024-01-30 15:00:00,none
1706648400000,2024-01-30 16:00:00,none
1706691600000,2024-01-31 04:00:00,none
1706706000000,2024-01-31 08:00:00,none
1706778000000,2024-02-01 04:00:00,long
1706781600000,2024-02-01 05:00:00,none
1706785200000,2024-02-01 06:00:00,none
1706788800000,2024-02-01 07:00:00,long
1706792400000,2024-02-01 08:00:00,none
1706796000000,2024-02-01 09:00:00,none
1706799600000,2024-02-01 10:00:00,none
1706803200000,2024-02-01 11:00:00,none
1706806800000,2024-02-01 12:00:00,none
1706810400000,2024-02-01 13:00:00,long
1706814000000,2024-02-01 14:00:00,none
1706864400000,2024-02-02 04:00:00,none
1706868000000,2024-02-02 05:00:00,long
1706871600000,2024-02-02 06:00:00,long
1706875200000,2024-02-02 07:00:00,short
1706878800000,2024-02-02 08:00:00,short
1706882400000,2024-02-02 09:00:00,none
1706886000000,2024-02-02 10:00:00,long
1706889600000,2024-02-02 11:00:00,none
1707123600000,2024-02-05 04:00:00,none
1707127200000,2024-02-05 05:00:00,none
1707130800000,2024-02-05 06:00:00,short
1707134400000,2024-02-05 07:00:00,short
1707138000000,2024-02-05 08:00:00,none
1707141600000,2024-02-05 09:00:00,none
1707145200000,2024-02-05 10:00:00,none
1707152400000,2024-02-05 12:00:00,long
1707156000000,2024-02-05 13:00:00,none
1707159600000,2024-02-05 14:00:00,none
1707166800000,2024-02-05 16:00:00,none
1707170400000,2024-02-05 17:00:00,none
1707174000000,2024-02-05 18:00:00,none
1707177600000,2024-02-05 19:00:00,none
1707210000000,2024-02-06 04:00:00,none
1707213600000,2024-02-06 05:00:00,none
1707217200000,2024-02-06 06:00:00,none
1707228000000,2024-02-06 09:00:00,short
1707231600000,2024-02-06 10:00:00,none
1707246000000,2024-02-06 14:00:00,short
1707249600000,2024-02-06 15:00:00,short
1707253200000,2024-02-06 16:00:00,short
1707256800000,2024-02-06 17:00:00,short
1707260400000,2024-02-06 18:00:00,short
1707264000000,2024-02-06 19:00:00,short
1707296400000,2024-02-07 04:00:00,none
1707300000000,2024-02-07 05:00:00,none
1707303600000,2024-02-07 06:00:00,none
1707307200000,2024-02-07 07:00:00,none
1707310800000,2024-02-07 08:00:00,none
1707382800000,2024-02-08 04:00:00,long
1707386400000,2024-02-08 05:00:00,none
1707390000000,2024-02-08 06:00:00,none
1707393600000,2024-02-08 07:00:00,none
1707397200000,2024-02-08 08:00:00,none
1707400800000,2024-02-08 09:00:00,none
1707404400000,2024-02-08 10:00:00,none
1707408000000,2024-02-08 11:00:00,none
1707411600000,2024-02-08 12:00:00,none
1707415200000,2024-02-08 13:00:00,none
1707418800000,2024-02-08 14:00:00,none
1707422400000,2024-02-08 15:00:00,none
1707426000000,2024-02-08 16:00:00,none
1707433200000,2024-02-08 18:00:00,none
1707436800000,2024-02-08 19:00:00,none
1707472800000,2024-02-09 05:00:00,none
1707728400000,2024-02-12 04:00:00,none
1707732000000,2024-02-12 05:00:00,none
1707735600000,2024-02-12 06:00:00,none
1707746400000,2024-02-12 09:00:00,none
1707771600000,2024-02-12 16:00:00,none
1707901200000,2024-02-14 04:00:00,none
1707904800000,2024-02-14 05:00:00,long
1707908400000,2024-02-14 06:00:00,none
1707912000000,2024-02-14 07:00:00,long
1707915600000,2024-02-14 08:00:00,long
1707919200000,2024-02-14 09:00:00,long
1707922800000,2024-02-14 10:00:00,none
1707926400000,2024-02-14 11:00:00,long
1707930000000,2024-02-14 12:00:00,long
1707933600000,2024-02-14 13:00:00,none
1707937200000,2024-02-14 14:00:00,none
1707940800000,2024-02-14 15:00:00,none
1707944400000,2024-02-14 16:00:00,none
1707948000000,2024-02-14 17:00:00,none
1707951600000,2024-02-14 18:00:00,none
1707955200000,2024-02-14 19:00:00,none
1708005600000,2024-02-15 09:00:00,none
1708016400000,2024-02-15 12:00:00,none
1708020000000,2024-02-15 13:00:00,none
1708092000000,2024-02-16 09:00:00,none
1708095600000,2024-02-16 10:00:00,none
1708099200000,2024-02-16 11:00:00,none
1708102800000,2024-02-16 12:00:00,none
1708106400000,2024-02-16 13:00:00,none
1708110000000,2024-02-16 14:00:00,none
1708113600000,2024-02-16 15:00:00,short
1708430400000,2024-02-20 07:00:00,none
1708434000000,2024-02-20 08:00:00,none
1708513200000,2024-02-21 06:00:00,none
1708534800000,2024-02-21 12:00:00,none
1708549200000,2024-02-21 16:00:00,none
1708678800000,2024-02-23 04:00:00,long
1708682400000,2024-02-23 05:00:00,long
1708686000000,2024-02-23 06:00:00,long
1708689600000,2024-02-23 07:00:00,long
1708693200000,2024-02-23 08:00:00,long
1708696800000,2024-02-23 09:00:00,short
1708700400000,2024-02-23 10:00:00,none
1708704000000,2024-02-23 11:00:00,none
1708707600000,2024-02-23 12:00:00,none
1708711200000,2024-02-23 13:00:00,none
1708714800000,2024-02-23 14:00:00,none
1708718400000,2024-02-23 15:00:00,none
1708722000000,2024-02-23 16:00:00,none
1708725600000,2024-02-23 17:00:00,none
1708938000000,2024-02-26 04:00:00,none
1708941600000,2024-02-26 05:00:00,none
1708945200000,2024-02-26 06:00:00,none
1708948800000,2024-02-26 07:00:00,short
1708952400000,2024-02-26 08:00:00,short
1708956000000,2024-02-26 09:00:00,none
1708959600000,2024-02-26 10:00:00,short
1708963200000,2024-02-26 11:00:00,short
1708966800000,2024-02-26 12:00:00,none
1708970400000,2024-02-26 13:00:00,none
1708974000000,2024-02-26 14:00:00,none
1708977600000,2024-02-26 15:00:00,none
1709024400000,2024-02-27 04:00:00,none
1709028000000,2024-02-27 05:00:00,none
1709031600000,2024-02-27 06:00:00,none
1709035200000,2024-02-27 07:00:00,none
1709038800000,2024-02-27 08:00:00,none
1709042400000,2024-02-27 09:00:00,none
1709046000000,2024-02-27 10:00:00,none
1709049600000,2024-02-27 11:00:00,none
1709064000000,2024-02-27 15:00:00,none
1709067600000,2024-02-27 16:00:00,none
1709071200000,2024-02-27 17:00:00,none
1709074800000,2024-02-27 18:00:00,none
1709078400000,2024-02-27 19:00:00,none
1709136000000,2024-02-28 11:00:00,short
1709139600000,2024-02-28 12:00:00,short
1709143200000,2024-02-28 13:00:00,none
1709146800000,2024-02-28 14:00:00,short
1709150400000,2024-02-28 15:00:00,short
1709154000000,2024-02-28 16:00:00,short
1709157600000,2024-02-28 17:00:00,none
1709161200000,2024-02-28 18:00:00,none
1709215200000,2024-02-29 09:00:00,none
1709218800000,2024-02-29 10:00:00,none
1709222400000,2024-02-29 11:00:00,none
1709226000000,2024-02-29 12:00:00,short
1709229600000,2024-02-29 13:00:00,none
1709233200000,2024-02-29 14:00:00,short
1709236800000,2024-02-29 15:00:00,none
1709283600000,2024-03-01 04:00:00,long
1709287200000,2024-03-01 05:00:00,none
1709290800000,2024-03-01 06:00:00,none
1709294400000,2024-03-01 07:00:00,none
1709298000000,2024-03-01 08:00:00,none
1709301600000,2024-03-01 09:00:00,none
1709305200000,2024-03-01 10:00:00,long
1709542800000,2024-03-04 04:00:00,none
1709546400000,2024-03-04 05:00:00,long
1709550000000,2024-03-04 06:00:00,long
1709553600000,2024-03-04 07:00:00,none
1709557200000,2024-03-04 08:00:00,none
1709560800000,2024-03-04 09:00:00,none
1709564400000,2024-03-04 10:00:00,none
1709568000000,2024-03-04 11:00:00,none
1709571600000,2024-03-04 12:00:00,none
1709578800000,2024-03-04 14:00:00,none
1709586000000,2024-03-04 16:00:00,none
1709589600000,2024-03-04 17:00:00,long
1709593200000,2024-03-04 18:00:00,long
1709596800000,2024-03-04 19:00:00,long
1709715600000,2024-03-06 04:00:00,none
1709719200000,2024-03-06 05:00:00,long
1709722800000,2024-03-06 06:00:00,none
1709726400000,2024-03-06 07:00:00,long
1709730000000,2024-03-06 08:00:00,long
1709733600000,2024-03-06 09:00:00,long
1709737200000,2024-03-06 10:00:00,none
1709740800000,2024-03-06 11:00:00,none
1709751600000,2024-03-06 14:00:00,none
1709755200000,2024-03-06 15:00:00,none
1709758800000,2024-03-06 16:00:00,long
1709762400000,2024-03-06 17:00:00,long
1709766000000,2024-03-06 18:00:00,none
1709769600000,2024-03-06 19:00:00,none
1709802000000,2024-03-07 04:00:00,none
1709805600000,2024-03-07 05:00:00,none
1709809200000,2024-03-07 06:00:00,none
1709812800000,2024-03-07 07:00:00,none
1709816400000,2024-03-07 08:00:00,none
1709899200000,2024-03-08 07:00:00,none
1709902800000,2024-03-08 08:00:00,none
1709917200000,2024-03-08 12:00:00,none
1709928000000,2024-03-08 15:00:00,none
1710144000000,2024-03-11 04:00:00,short
1710147600000,2024-03-11 05:00:00,none
1710230400000,2024-03-12 04:00:00,none
1710234000000,2024-03-12 05:00:00,long
1710237600000,2024-03-12 06:00:00,long
1710241200000,2024-03-12 07:00:00,none
1710244800000,2024-03-12 08:00:00,long
1710248400000,2024-03-12 09:00:00,long
1710252000000,2024-03-12 10:00:00,none
1710316800000,2024-03-13 04:00:00,none
1710320400000,2024-03-13 05:00:00,short
1710324000000,2024-03-13 06:00:00,short
1710327600000,2024-03-13 07:00:00,none
1710331200000,2024-03-13 08:00:00,none
1710334800000,2024-03-13 09:00:00,none
1710338400000,2024-03-13 10:00:00,none
1710342000000,2024-03-13 11:00:00,none
1710345600000,2024-03-13 12:00:00,none
1710349200000,2024-03-13 13:00:00,none
1710352800000,2024-03-13 14:00:00,none
1710356400000,2024-03-13 15:00:00,none
1710360000000,2024-03-13 16:00:00,none
1710363600000,2024-03-13 17:00:00,none
1710367200000,2024-03-13 18:00:00,none
1710370800000,2024-03-13 19:00:00,none
1710374400000,2024-03-13 20:00:00,none
1710403200000,2024-03-14 04:00:00,none
1710414000000,2024-03-14 07:00:00,none
1710417600000,2024-03-14 08:00:00,none
1710421200000,2024-03-14 09:00:00,none
1710453600000,2024-03-14 18:00:00,none
1710457200000,2024-03-14 19:00:00,none
1710460800000,2024-03-14 20:00:00,none
1710489600000,2024-03-15 04:00:00,none
1710493200000,2024-03-15 05:00:00,short
1710496800000,2024-03-15 06:00:00,none
1710500400000,2024-03-15 07:00:00,short
1710504000000,2024-03-15 08:00:00,none
1710507600000,2024-03-15 09:00:00,short
1710748800000,2024-03-18 04:00:00,none
1710763200000,2024-03-18 08:00:00,none
1710766800000,2024-03-18 09:00:00,none
1710770400000,2024-03-18 10:00:00,none
1710777600000,2024-03-18 12:00:00,none
1710781200000,2024-03-18 13:00:00,none
1710784800000,2024-03-18 14:00:00,none
1710788400000,2024-03-18 15:00:00,none
1710792000000,2024-03-18 16:00:00,none
1710795600000,2024-03-18 17:00:00,none
1710799200000,2024-03-18 18:00:00,none
1710802800000,2024-03-18 19:00:00,none
1710806400000,2024-03-18 20:00:00,none
1710835200000,2024-03-19 04:00:00,long
1710838800000,2024-03-19 05:00:00,long
1710842400000,2024-03-19 06:00:00,none
1710846000000,2024-03-19 07:00:00,none
1710853200000,2024-03-19 09:00:00,none
1710856800000,2024-03-19 10:00:00,none
1710860400000,2024-03-19 11:00:00,none
1710864000000,2024-03-19 12:00:00,long
1710921600000,2024-03-20 04:00:00,none
1710925200000,2024-03-20 05:00:00,none
1710928800000,2024-03-20 06:00:00,none
1710954000000,2024-03-20 13:00:00,none
1710957600000,2024-03-20 14:00:00,long
1711011600000,2024-03-21 05:00:00,none
1711015200000,2024-03-21 06:00:00,none
1711018800000,2024-03-21 07:00:00,none
1711022400000,2024-03-21 08:00:00,short
1711026000000,2024-03-21 09:00:00,none
1711029600000,2024-03-21 10:00:00,none
1711044000000,2024-03-21 14:00:00,short
1711047600000,2024-03-21 15:00:00,none
1711051200000,2024-03-21 16:00:00,none
1711054800000,2024-03-21 17:00:00,none
1711058400000,2024-03-21 18:00:00,none
1711062000000,2024-03-21 19:00:00,none
1711065600000,2024-03-21 20:00:00,short
1711094400000,2024-03-22 04:00:00,none
1711098000000,2024-03-22 05:00:00,none
1711101600000,2024-03-22 06:00:00,short
1711105200000,2024-03-22 07:00:00,none
1711108800000,2024-03-22 08:00:00,none
1711112400000,2024-03-22 09:00:00,none
1711116000000,2024-03-22 10:00:00,none
1711123200000,2024-03-22 12:00:00,none
1711126800000,2024-03-22 13:00:00,none
1711130400000,2024-03-22 14:00:00,none
1711134000000,2024-03-22 15:00:00,none
1711386000000,2024-03-25 13:00:00,short
1711389600000,2024-03-25 14:00:00,short
1711393200000,2024-03-25 15:00:00,short
1711404000000,2024-03-25 18:00:00,short
1711407600000,2024-03-25 19:00:00,short
1711411200000,2024-03-25 20:00:00,short
1711440000000,2024-03-26 04:00:00,none
1711443600000,2024-03-26 05:00:00,none
1711447200000,2024-03-26 06:00:00,none
1711450800000,2024-03-26 07:00:00,short
1711454400000,2024-03-26 08:00:00,short
1711458000000,2024-03-26 09:00:00,none
1711461600000,2024-03-26 10:00:00,none
1711465200000,2024-03-26 11:00:00,none
1711468800000,2024-03-26 12:00:00,none
1711526400000,2024-03-27 04:00:00,none
1711530000000,2024-03-27 05:00:00,none
1711533600000,2024-03-27 06:00:00,none
1711537200000,2024-03-27 07:00:00,none
1711540800000,2024-03-27 08:00:00,none
1711544400000,2024-03-27 09:00:00,none
1711548000000,2024-03-27 10:00:00,short
1711566000000,2024-03-27 15:00:00,none
1711612800000,2024-03-28 04:00:00,none
1711616400000,2024-03-28 05:00:00,none
1711620000000,2024-03-28 06:00:00,none
1711623600000,2024-03-28 07:00:00,none
1711627200000,2024-03-28 08:00:00,none
1711648800000,2024-03-28 14:00:00,none
1711656000000,2024-03-28 16:00:00,none
1711659600000,2024-03-28 17:00:00,none
1711958400000,2024-04-01 04:00:00,none
1711962000000,2024-04-01 05:00:00,short
1711965600000,2024-04-01 06:00:00,short
1711972800000,2024-04-01 08:00:00,none
1711976400000,2024-04-01 09:00:00,none
1711980000000,2024-04-01 10:00:00,none
1712001600000,2024-04-01 16:00:00,none
1712005200000,2024-04-01 17:00:00,none
1712008800000,2024-04-01 18:00:00,none
1712012400000,2024-04-01 19:00:00,none
1712016000000,2024-04-01 20:00:00,none
1712044800000,2024-04-02 04:00:00,none
1712088000000,2024-04-02 16:00:00,none
1712091600000,2024-04-02 17:00:00,none
1712095200000,2024-04-02 18:00:00,none
1712098800000,2024-04-02 19:00:00,none
1712102400000,2024-04-02 20:00:00,none
1712138400000,2024-04-03 06:00:00,none
1712142000000,2024-04-03 07:00:00,none
1712145600000,2024-04-03 08:00:00,none
1712149200000,2024-04-03 09:00:00,none
1712152800000,2024-04-03 10:00:00,long
1712170800000,2024-04-03 15:00:00,none
1712174400000,2024-04-03 16:00:00,none
1712178000000,2024-04-03 17:00:00,none
1712181600000,2024-04-03 18:00:00,none
1712185200000,2024-04-03 19:00:00,none
1712188800000,2024-04-03 20:00:00,none
1712304000000,2024-04-05 04:00:00,long
1712307600000,2024-04-05 05:00:00,none
1712311200000,2024-04-05 06:00:00,none
1712314800000,2024-04-05 07:00:00,none
1712318400000,2024-04-05 08:00:00,none
1712322000000,2024-04-05 09:00:00,none
1712325600000,2024-04-05 10:00:00,none
1712563200000,2024-04-08 04:00:00,none
1712566800000,2024-04-08 05:00:00,none
1712570400000,2024-04-08 06:00:00,none
1712577600000,2024-04-08 08:00:00,none
1712584800000,2024-04-08 10:00:00,none
1712592000000,2024-04-08 12:00:00,none
1712595600000,2024-04-08 13:00:00,none
1712599200000,2024-04-08 14:00:00,none
1712602800000,2024-04-08 15:00:00,none
1712606400000,2024-04-08 16:00:00,none
1712610000000,2024-04-08 17:00:00,none
1712613600000,2024-04-08 18:00:00,none
1712617200000,2024-04-08 19:00:00,none
1712620800000,2024-04-08 20:00:00,none
1712649600000,2024-04-09 04:00:00,none
1712653200000,2024-04-09 05:00:00,none
1712660400000,2024-04-09 07:00:00,none
1712678400000,2024-04-09 12:00:00,none
1712736000000,2024-04-10 04:00:00,short
1712743200000,2024-04-10 06:00:00,none
1712746800000,2024-04-10 07:00:00,none
1712750400000,2024-04-10 08:00:00,none
1712782800000,2024-04-10 17:00:00,none
1712786400000,2024-04-10 18:00:00,none
