timestamp_iso,unix_ms,state,source_symbol
2021-01-17T23:00:00.000Z,1610924400000,0,NQ1!
2021-01-19T18:30:00.000Z,1611081000000,1,NQ1!
2021-01-20T09:00:00.000Z,1611133200000,0,NQ1!
2021-01-20T09:15:00.000Z,1611134100000,1,NQ1!
2021-01-20T12:00:00.000Z,1611144000000,0,NQ1!
2021-01-20T12:30:00.000Z,1611145800000,1,NQ1!
2021-01-21T05:00:00.000Z,1611205200000,0,NQ1!
2021-01-21T19:45:00.000Z,1611258300000,1,NQ1!
2021-01-21T20:00:00.000Z,1611259200000,0,NQ1!
2021-01-21T20:30:00.000Z,1611261000000,1,NQ1!
2021-01-21T20:45:00.000Z,1611261900000,0,NQ1!
2021-01-21T21:30:00.000Z,1611264600000,1,NQ1!
2021-01-21T21:45:00.000Z,1611265500000,0,NQ1!
2021-01-22T14:15:00.000Z,1611324900000,1,NQ1!
2021-01-25T10:00:00.000Z,1611568800000,0,NQ1!
2021-01-25T10:15:00.000Z,1611569700000,1,NQ1!
2021-01-25T11:00:00.000Z,1611572400000,0,NQ1!
2021-01-25T12:00:00.000Z,1611576000000,1,NQ1!
2021-01-25T12:15:00.000Z,1611576900000,0,NQ1!
2021-01-25T14:15:00.000Z,1611584100000,1,NQ1!
2021-01-25T15:30:00.000Z,1611588600000,0,NQ1!
2021-01-26T07:00:00.000Z,1611644400000,1,NQ1!
2021-01-27T02:00:00.000Z,1611712800000,0,NQ1!
2021-01-27T02:15:00.000Z,1611713700000,1,NQ1!
2021-01-27T02:30:00.000Z,1611714600000,0,NQ1!
2021-01-28T01:00:00.000Z,1611795600000,1,NQ1!
2021-01-28T20:45:00.000Z,1611866700000,0,NQ1!
2021-01-29T11:30:00.000Z,1611919800000,1,NQ1!
2021-01-29T11:45:00.000Z,1611920700000,0,NQ1!
2021-01-29T12:00:00.000Z,1611921600000,1,NQ1!
2021-01-29T14:30:00.000Z,1611930600000,0,NQ1!
2021-01-29T14:45:00.000Z,1611931500000,1,NQ1!
2021-01-29T17:15:00.000Z,1611940500000,0,NQ1!
2021-01-29T20:00:00.000Z,1611950400000,1,NQ1!
2021-01-29T20:15:00.000Z,1611951300000,0,NQ1!
2021-02-01T03:15:00.000Z,1612149300000,1,NQ1!
2021-02-01T20:45:00.000Z,1612212300000,0,NQ1!
2021-02-02T01:15:00.000Z,1612228500000,1,NQ1!
2021-02-02T02:00:00.000Z,1612231200000,0,NQ1!
2021-02-02T02:15:00.000Z,1612232100000,1,NQ1!
2021-02-02T03:30:00.000Z,1612236600000,0,NQ1!
2021-02-02T03:45:00.000Z,1612237500000,1,NQ1!
2021-02-02T04:30:00.000Z,1612240200000,0,NQ1!
2021-02-02T09:30:00.000Z,1612258200000,1,NQ1!
2021-02-02T11:00:00.000Z,1612263600000,0,NQ1!
2021-02-02T14:30:00.000Z,1612276200000,1,NQ1!
2021-02-03T02:30:00.000Z,1612319400000,0,NQ1!
