universe,signal_ts,trading_day,side,limit_price,filled,cancel_reason,fill_ts,mfe_pts,mfe_ts,mae_pts,mae_ts,close_1600_pnl_pts,minutes_held,mfe_before_mae,year,entry_hour_et,signal_hour_et,sweep_level,swept_level_type,mss_ts,model,stop_distance,imb_confluence,ob_confluence,stop_loss,take_profit,s_to_fav_5,s_to_fav_10,s_to_fav_15,s_to_fav_20,s_to_fav_30,s_to_fav_50,s_to_adv_5,s_to_adv_10,s_to_adv_15,s_to_adv_20,s_to_adv_30,s_to_adv_50
p3,2021-01-18T08:30:00.000Z,2021-01-18,buy,15739,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,20.5,,,15718.5,15756.5,,,,,,,,,,,,
p1,2021-01-18T09:30:00.000Z,2021-01-18,sell,15767.25,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,M,11.75,,,15779,15752.5,,,,,,,,,,,,
p1,2021-01-18T11:15:00.000Z,2021-01-18,buy,15757,true,,2021-01-18T14:32:43.000Z,25.00,2021-01-18T15:55:33.000Z,6.00,2021-01-18T14:33:20.000Z,23.75,207.28,false,2021,9,6,,,,W,20.5,,,15736.5,15786.5,291,1177,1288,1350,,,35,,,,,
p3,2021-01-18T11:45:00.000Z,2021-01-18,sell,15790.5,false,order_ttl_expired,,,,,,,,,2021,6,6,,,,M,19.75,,,15810.25,15758.25,,,,,,,,,,,,
p2,2021-01-18T12:30:00.000Z,2021-01-18,sell,15792.25,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,M,11.5,,,15803.75,15761.5,,,,,,,,,,,,
p5,2021-01-18T13:45:00.000Z,2021-01-18,buy,15708.25,false,cutoff_1600_unfilled,,,,,,,,,2021,8,8,,,,W,31.5,,,15676.75,15784.25,,,,,,,,,,,,
p5,2021-01-18T14:00:00.000Z,2021-01-18,buy,15720.5,false,cutoff_1600_unfilled,,,,,,,,,2021,9,9,,,,W,33,,,15687.5,15792.75,,,,,,,,,,,,
p4,2021-01-18T14:45:00.000Z,2021-01-18,buy,15694.5,false,cutoff_1600_unfilled,,,,,,,,,2021,9,9,,,,W,46.75,,,15647.75,15782.75,,,,,,,,,,,,
p1,2021-01-18T15:00:00.000Z,2021-01-18,buy,15718,false,cutoff_1600_unfilled,,,,,,,,,2021,10,10,,,,W,36,,,15682,15796.75,,,,,,,,,,,,
p2,2021-01-18T15:30:00.000Z,2021-01-18,sell,15802.5,false,cutoff_1600_unfilled,,,,,,,,,2021,10,10,,,,M,27.75,,,15830.25,15761,,,,,,,,,,,,
p1,2021-01-18T23:15:00.000Z,2021-01-19,buy,15745.5,false,close_beyond_leg_terminus,,,,,,,,,2021,18,18,,,,W,27.25,,,15718.25,15791.25,,,,,,,,,,,,
p3,2021-01-18T23:15:00.000Z,2021-01-19,sell,15848.75,true,,2021-01-19T01:36:19.000Z,32.75,2021-01-19T16:18:27.000Z,124.50,2021-01-19T20:04:29.000Z,-103.00,1163.68,true,2021,20,18,,,,M,35.75,,,15884.5,15782.25,703,47833,47920,47971,52924,,138,2849,5947,6228,6233,6627
p4,2021-01-18T23:15:00.000Z,2021-01-19,sell,15852.5,true,,2021-01-19T01:38:37.000Z,36.50,2021-01-19T16:18:27.000Z,120.75,2021-01-19T20:04:29.000Z,-99.25,1161.38,true,2021,20,18,,,,M,46,,,15898.5,15781.25,144,47447,47724,47782,52776,,2711,5808,6090,6090,6476,6489
p5,2021-01-18T23:15:00.000Z,2021-01-19,buy,15753.5,false,close_beyond_leg_terminus,,,,,,,,,2021,18,18,,,,W,27.5,,,15726,15786.75,,,,,,,,,,,,
p2,2021-01-19T03:30:00.000Z,2021-01-19,sell,15932.75,false,close_beyond_leg_terminus,,,,,,,,,2021,22,22,,,,M,13.5,,,15946.25,15897.25,,,,,,,,,,,,
p2,2021-01-19T05:45:00.000Z,2021-01-19,buy,15879.5,true,,2021-01-19T05:48:59.000Z,93.75,2021-01-19T20:04:29.000Z,63.50,2021-01-19T16:18:27.000Z,72.25,911.02,false,2021,0,0,,,,W,7,,,15872.5,15890,166,2574,6121,6348,42947,44148,1050,24261,25024,29409,32336,32783
p1,2021-01-19T06:15:00.000Z,2021-01-19,sell,15886,true,,2021-01-19T06:24:42.000Z,70.00,2021-01-19T16:18:27.000Z,87.25,2021-01-19T20:04:29.000Z,-65.75,875.30,true,2021,1,1,,,,M,8,,,15894,15877.25,1303,7855,22116,22292,29192,30560,574,4143,4205,4206,41580,42326
p3,2021-01-19T06:45:00.000Z,2021-01-19,sell,15901.5,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,M,17.25,,,15918.75,15882,,,,,,,,,,,,
p5,2021-01-19T06:45:00.000Z,2021-01-19,buy,15866.25,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,W,14,,,15852.25,15884.5,,,,,,,,,,,,
p3,2021-01-19T07:00:00.000Z,2021-01-19,sell,15920,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,21.5,,,15941.5,15878.75,,,,,,,,,,,,
p3,2021-01-19T07:45:00.000Z,2021-01-19,buy,15865.25,true,,2021-01-19T12:46:01.000Z,108.00,2021-01-19T20:04:29.000Z,49.25,2021-01-19T16:18:27.000Z,86.50,493.98,false,2021,7,2,,,,W,29.5,,,15835.75,15907.25,192,621,6282,6397,6435,18701,20,7302,7304,7350,7695,
p4,2021-01-19T09:00:00.000Z,2021-01-19,buy,15853,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,26.25,,,15826.75,15888,,,,,,,,,,,,
p5,2021-01-19T09:00:00.000Z,2021-01-19,buy,15846.5,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,19,,,15827.5,15882.25,,,,,,,,,,,,
p3,2021-01-19T09:30:00.000Z,2021-01-19,sell,15900.75,true,,2021-01-19T11:13:42.000Z,84.75,2021-01-19T16:18:27.000Z,72.50,2021-01-19T20:04:29.000Z,-51.00,586.30,true,2021,6,4,,,,M,12,,,15912.75,15871.25,467,2860,2999,3701,4776,12843,23462,23471,24240,24294,24680,27323
p4,2021-01-19T11:00:00.000Z,2021-01-19,buy,15828.25,true,,2021-01-19T14:55:50.000Z,145.00,2021-01-19T20:04:29.000Z,12.25,2021-01-19T16:18:27.000Z,123.50,364.17,false,2021,9,6,,,,W,46.5,,,15781.75,15926,11,100,120,221,551,1148,4940,4953,,,,
p1,2021-01-19T14:45:00.000Z,2021-01-19,buy,15779.75,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,43.25,,,15736.5,15876.5,,,,,,,,,,,,
p4,2021-01-19T14:45:00.000Z,2021-01-19,sell,15917.5,true,,2021-01-19T17:57:42.000Z,3.00,2021-01-19T17:57:42.000Z,55.75,2021-01-19T20:04:29.000Z,-34.25,182.30,true,2021,12,9,,,,M,33.75,,,15951.25,15820.5,,,,,,,59,206,544,754,2853,7556
p1,2021-01-19T15:00:00.000Z,2021-01-19,sell,15935.5,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,M,45,,,15980.5,15848,,,,,,,,,,,,
p4,2021-01-19T15:45:00.000Z,2021-01-19,buy,15780.75,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,W,40.75,,,15740,15874.5,,,,,,,,,,,,
p3,2021-01-19T16:30:00.000Z,2021-01-19,sell,15874,true,,2021-01-19T16:53:03.000Z,11.00,2021-01-19T17:00:42.000Z,99.25,2021-01-19T20:04:29.000Z,-77.75,246.95,true,2021,11,11,,,,M,26.5,,,15900.5,15826.25,65,425,,,,,564,1318,2256,2285,3095,3982
p3,2021-01-19T21:00:00.000Z,2021-01-19,buy,15894.75,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,W,40,,,15854.75,15952.5,,,,,,,,,,,,
p5,2021-01-20T01:45:00.000Z,2021-01-20,buy,15962.5,false,close_beyond_leg_terminus,,,,,,,,,2021,20,20,,,,W,20,,,15942.5,16001.75,,,,,,,,,,,,
p4,2021-01-20T08:30:00.000Z,2021-01-20,buy,15959.75,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,47.5,,,15912.25,16046.25,,,,,,,,,,,,
p4,2021-01-20T08:45:00.000Z,2021-01-20,buy,16045,true,,2021-01-20T08:47:51.000Z,248.75,2021-01-20T20:44:07.000Z,23.00,2021-01-20T09:14:51.000Z,207.25,732.15,false,2021,3,3,,,,W,18.25,,,16026.75,16059.5,4759,6632,7495,7809,15129,18860,227,268,376,1583,,
p2,2021-01-20T09:30:00.000Z,2021-01-20,sell,16050.5,true,,2021-01-20T10:07:10.000Z,6.00,2021-01-20T10:13:35.000Z,243.25,2021-01-20T20:44:07.000Z,-201.75,652.83,true,2021,5,4,,,,M,15,,,16065.5,16030.25,383,,,,,,1876,2736,3050,10189,11321,14890
p5,2021-01-20T09:30:00.000Z,2021-01-20,buy,15976,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,46.25,,,15929.75,16035.75,,,,,,,,,,,,
p3,2021-01-20T11:15:00.000Z,2021-01-20,sell,16101.25,false,close_beyond_leg_terminus,,,,,,,,,2021,6,6,,,,M,24.75,,,16126,16056.25,,,,,,,,,,,,
p2,2021-01-20T12:00:00.000Z,2021-01-20,sell,16090.75,true,,2021-01-20T14:00:57.000Z,3.25,2021-01-20T14:01:44.000Z,203.00,2021-01-20T20:44:07.000Z,-161.50,419.05,true,2021,9,7,,,,M,16,,,16106.75,16041.5,,,,,,,105,874,1743,1748,2054,2318
p1,2021-01-20T12:45:00.000Z,2021-01-20,sell,16080.25,true,,2021-01-20T13:15:51.000Z,9.75,2021-01-20T13:33:19.000Z,213.50,2021-01-20T20:44:07.000Z,-172.00,464.15,true,2021,8,7,,,,M,21.75,,,16102,16060.25,150,,,,,,2117,2706,2806,3567,4453,4789
p1,2021-01-20T13:00:00.000Z,2021-01-20,sell,16124.75,true,,2021-01-20T14:35:28.000Z,2.25,2021-01-20T14:35:28.000Z,169.00,2021-01-20T20:44:07.000Z,-127.50,384.53,true,2021,9,8,,,,M,32.5,,,16157.25,16065,,,,,,,12,33,168,272,319,2081
p3,2021-01-20T14:45:00.000Z,2021-01-20,sell,16215,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,M,43.5,,,16258.5,16146.5,,,,,,,,,,,,
p5,2021-01-20T14:45:00.000Z,2021-01-20,buy,16113.75,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,25.25,,,16088.5,16155.75,,,,,,,,,,,,
p2,2021-01-20T15:30:00.000Z,2021-01-20,sell,16212.75,true,,2021-01-20T15:35:14.000Z,40.75,2021-01-20T16:09:23.000Z,81.00,2021-01-20T20:44:07.000Z,-39.50,324.77,true,2021,10,10,,,,M,37.25,,,16250,16186.25,33,467,901,1554,1846,,2878,5118,7006,7399,8903,14037
p5,2021-01-20T19:45:00.000Z,2021-01-20,buy,16276.75,true,,2021-01-20T19:45:13.000Z,17.00,2021-01-20T20:44:07.000Z,26.00,2021-01-20T20:59:59.000Z,-24.50,74.78,true,2021,14,14,,,,W,11.75,,,16265,16280,47,1526,3499,,,,1624,4226,4256,4485,,
p1,2021-01-20T20:30:00.000Z,2021-01-20,buy,16257,true,,2021-01-20T20:59:58.000Z,4.00,2021-01-20T20:59:58.000Z,6.25,2021-01-20T20:59:59.000Z,-4.75,0.03,true,2021,15,15,,,,W,32.25,,,16224.75,16295.25,,,,,,,1,,,,,
p2,2021-01-21T07:00:00.000Z,2021-01-21,buy,16308.5,true,,2021-01-21T08:19:41.000Z,81.75,2021-01-21T20:49:07.000Z,58.50,2021-01-21T14:42:03.000Z,55.50,760.32,false,2021,3,2,,,,W,11.5,,,16297,16331.75,157,247,2525,2586,24822,27872,5,19627,19922,19931,20053,22898
p1,2021-01-21T08:15:00.000Z,2021-01-21,buy,16278.5,true,,2021-01-21T13:53:54.000Z,111.75,2021-01-21T20:49:07.000Z,28.50,2021-01-21T14:42:03.000Z,85.50,426.10,false,2021,8,3,,,,W,22,,,16256.5,16329.25,72,170,250,993,2116,4710,22,2389,2422,2845,,
p3,2021-01-21T09:00:00.000Z,2021-01-21,buy,16305,true,,2021-01-21T10:42:36.000Z,85.25,2021-01-21T20:49:07.000Z,55.00,2021-01-21T14:42:03.000Z,59.00,617.40,false,2021,5,4,,,,W,27.75,,,16277.25,16323.25,191,444,742,5015,16209,18787,11029,11058,11354,11418,11481,14349
p1,2021-01-21T13:30:00.000Z,2021-01-21,buy,16306.5,true,,2021-01-21T13:46:23.000Z,83.75,2021-01-21T20:49:07.000Z,56.50,2021-01-21T14:42:03.000Z,57.50,433.62,false,2021,8,8,,,,W,31.5,,,16275,16331.5,5044,5095,5142,5154,5215,8102,1,31,326,391,453,3320
p2,2021-01-21T13:30:00.000Z,2021-01-21,sell,16335.75,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,16.75,,,16352.5,16317,,,,,,,,,,,,
p4,2021-01-21T14:00:00.000Z,2021-01-21,buy,16240.5,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,28.25,,,16212.25,16297,,,,,,,,,,,,
p5,2021-01-21T14:00:00.000Z,2021-01-21,buy,16270,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,14.5,,,16255.5,16289.25,,,,,,,,,,,,
p2,2021-01-21T14:15:00.000Z,2021-01-21,sell,16312.25,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,M,22.5,,,16334.75,16294.75,,,,,,,,,,,,
p5,2021-01-21T14:30:00.000Z,2021-01-21,buy,16295.5,true,,2021-01-21T14:30:38.000Z,94.75,2021-01-21T20:49:07.000Z,45.50,2021-01-21T14:42:03.000Z,68.50,389.37,false,2021,9,9,,,,W,12.25,,,16283.25,16307.25,58,2383,2389,2433,2497,4550,8,113,132,176,186,
p3,2021-01-21T14:45:00.000Z,2021-01-21,sell,16308.75,true,,2021-01-21T15:10:22.000Z,26.25,2021-01-21T17:21:03.000Z,81.50,2021-01-21T20:49:07.000Z,-55.25,349.63,true,2021,10,9,,,,M,43.5,,,16352.25,16267.25,7418,7499,7512,7556,,,40,65,107,122,182,3231
p1,2021-01-21T15:00:00.000Z,2021-01-21,sell,16327.5,true,,2021-01-21T15:12:18.000Z,45.00,2021-01-21T17:21:03.000Z,62.75,2021-01-21T20:49:07.000Z,-36.50,347.70,true,2021,10,10,,,,M,38.25,,,16365.75,16274.5,5103,5174,7134,7278,7392,,24,63,420,2051,3087,19515
p2,2021-01-21T15:00:00.000Z,2021-01-21,buy,16204.25,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,W,43.5,,,16160.75,16290,,,,,,,,,,,,
p2,2021-01-21T16:00:00.000Z,2021-01-21,sell,16454.75,false,close_beyond_leg_terminus,,,,,,,,,2021,11,11,,,,M,49.75,,,16504.5,16330.5,,,,,,,,,,,,
p3,2021-01-21T17:15:00.000Z,2021-01-21,sell,16345.5,true,,2021-01-21T18:35:13.000Z,18.50,2021-01-21T18:54:46.000Z,44.75,2021-01-21T20:49:07.000Z,-18.50,144.78,true,2021,13,12,,,,M,27.25,,,16372.75,16282,732,804,1166,,,,349,2346,2404,3536,5401,
p5,2021-01-21T21:15:00.000Z,2021-01-21,sell,16371.25,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,M,36.5,,,16407.75,16364,,,,,,,,,,,,
p5,2021-01-21T21:45:00.000Z,2021-01-21,buy,16361.75,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,W,13.75,,,16348,16371.5,,,,,,,,,,,,
p5,2021-01-22T00:45:00.000Z,2021-01-22,sell,16374,false,close_beyond_leg_terminus,,,,,,,,,2021,19,19,,,,M,27.25,,,16401.25,16348.75,,,,,,,,,,,,
p1,2021-01-22T01:15:00.000Z,2021-01-22,sell,16354.25,false,close_beyond_leg_terminus,,,,,,,,,2021,20,20,,,,M,11,,,16365.25,16334.75,,,,,,,,,,,,
p1,2021-01-22T02:00:00.000Z,2021-01-22,sell,16368,false,close_beyond_leg_terminus,,,,,,,,,2021,21,21,,,,M,26.25,,,16394.25,16327.5,,,,,,,,,,,,
p3,2021-01-22T06:45:00.000Z,2021-01-22,buy,16307,true,,2021-01-22T08:01:32.000Z,56.75,2021-01-22T20:39:11.000Z,40.00,2021-01-22T12:40:53.000Z,15.00,778.47,false,2021,3,1,,,,W,10,,,16297,16326,56,193,23342,23402,24249,25139,1122,1122,1228,5439,12093,
p4,2021-01-22T07:15:00.000Z,2021-01-22,sell,16326.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,11.75,,,16338,16308.75,,,,,,,,,,,,
p3,2021-01-22T07:30:00.000Z,2021-01-22,buy,16278.75,true,,2021-01-22T09:45:24.000Z,85.00,2021-01-22T20:39:11.000Z,11.75,2021-01-22T12:40:53.000Z,43.25,674.60,false,2021,4,2,,,,W,24.25,,,16254.5,16316.25,128,277,609,2427,16956,17447,5861,10473,,,,
p4,2021-01-22T08:15:00.000Z,2021-01-22,sell,16330.75,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,M,9,,,16339.75,16312.75,,,,,,,,,,,,
p4,2021-01-22T08:30:00.000Z,2021-01-22,buy,16264.75,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,23.25,,,16241.5,16299,,,,,,,,,,,,
p5,2021-01-22T09:30:00.000Z,2021-01-22,sell,16311.25,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,M,11,,,16322.25,16298.5,,,,,,,,,,,,
p5,2021-01-22T11:45:00.000Z,2021-01-22,sell,16321.75,true,,2021-01-22T14:30:33.000Z,32.00,2021-01-22T15:49:14.000Z,42.00,2021-01-22T20:39:11.000Z,-0.25,389.45,true,2021,9,6,,,,M,28.75,,,16350.5,16270.5,81,86,90,138,4099,,38,899,908,932,1038,
p3,2021-01-22T12:45:00.000Z,2021-01-22,buy,16269.5,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,13.5,,,16256,16279.75,,,,,,,,,,,,
p3,2021-01-22T13:30:00.000Z,2021-01-22,buy,16264.25,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,16.25,,,16248,16290.5,,,,,,,,,,,,
p1,2021-01-22T13:45:00.000Z,2021-01-22,sell,16303.5,true,,2021-01-22T14:20:09.000Z,13.75,2021-01-22T15:49:14.000Z,60.25,2021-01-22T20:39:11.000Z,-18.50,399.85,true,2021,9,8,,,,M,14,,,16317.5,16283.75,771,4722,,,,,471,506,593,627,1527,1733
p3,2021-01-22T14:45:00.000Z,2021-01-22,buy,16266.25,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,28.75,,,16237.5,16325.25,,,,,,,,,,,,
p5,2021-01-22T15:00:00.000Z,2021-01-22,buy,16296.5,true,,2021-01-22T15:38:47.000Z,67.25,2021-01-22T20:39:11.000Z,6.75,2021-01-22T15:49:14.000Z,25.50,321.22,false,2021,10,10,,,,W,31,,,16265.5,16363.25,59,75,138,1042,1460,15329,626,,,,,
p4,2021-01-22T15:15:00.000Z,2021-01-22,buy,16282,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,W,44.25,,,16237.75,16343.5,,,,,,,,,,,,
p5,2021-01-22T18:15:00.000Z,2021-01-22,buy,16251,false,close_beyond_leg_terminus,,,,,,,,,2021,13,13,,,,W,42,,,16209,16337,,,,,,,,,,,,
p2,2021-01-22T18:45:00.000Z,2021-01-22,sell,16371,false,close_beyond_leg_terminus,,,,,,,,,2021,13,13,,,,M,29.5,,,16400.5,16329.75,,,,,,,,,,,,
p4,2021-01-22T21:00:00.000Z,2021-01-22,buy,16297.75,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,W,13,,,16284.75,16324.75,,,,,,,,,,,,
p3,2021-01-25T06:30:00.000Z,2021-01-25,sell,16438.5,true,,2021-01-25T07:53:46.000Z,282.75,2021-01-25T16:08:12.000Z,82.75,2021-01-25T14:38:17.000Z,-2.75,786.23,false,2021,2,1,,,,M,12,,,16450.5,16420.75,638,28544,28615,28626,28664,28800,370,370,4412,4661,15517,23967
p1,2021-01-25T07:15:00.000Z,2021-01-25,sell,16425,true,,2021-01-25T07:26:02.000Z,269.25,2021-01-25T16:08:12.000Z,96.25,2021-01-25T14:38:17.000Z,-16.25,813.97,false,2021,2,2,,,,M,10,,,16435,16414,30287,30301,30327,30331,30345,30677,367,1572,1664,2034,6222,25495
p5,2021-01-25T07:15:00.000Z,2021-01-25,sell,16442.25,true,,2021-01-25T07:53:46.000Z,286.50,2021-01-25T16:08:12.000Z,79.00,2021-01-25T14:38:17.000Z,1.00,786.23,false,2021,2,2,,,,M,10.75,,,16453,16413.5,0,1094,28568,28615,28638,28686,370,4406,4661,4661,15640,24023
p5,2021-01-25T09:00:00.000Z,2021-01-25,sell,16479.25,true,,2021-01-25T14:31:00.000Z,323.50,2021-01-25T16:08:12.000Z,42.00,2021-01-25T14:38:17.000Z,38.00,389.00,false,2021,9,4,,,,M,20,,,16499.25,16442,2,3900,3920,4426,4623,4710,27,160,190,206,340,
p2,2021-01-25T09:15:00.000Z,2021-01-25,buy,16421.25,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,32.25,,,16389,16466.25,,,,,,,,,,,,
p4,2021-01-25T10:30:00.000Z,2021-01-25,buy,16432.5,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,W,14.5,,,16418,16455.5,,,,,,,,,,,,
p4,2021-01-25T12:15:00.000Z,2021-01-25,sell,16481,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,M,12,,,16493,16467.75,,,,,,,,,,,,
p5,2021-01-25T12:15:00.000Z,2021-01-25,buy,16420.5,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,41.5,,,16379,16473,,,,,,,,,,,,
p4,2021-01-25T12:30:00.000Z,2021-01-25,buy,16428.5,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,16.5,,,16412,16461.75,,,,,,,,,,,,
p5,2021-01-25T12:30:00.000Z,2021-01-25,buy,16436.5,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,11.25,,,16425.25,16455.25,,,,,,,,,,,,
p1,2021-01-25T13:15:00.000Z,2021-01-25,buy,16439.25,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,23.5,,,16415.75,16464.5,,,,,,,,,,,,
p2,2021-01-25T13:15:00.000Z,2021-01-25,buy,16436.75,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,16.25,,,16420.5,16461.75,,,,,,,,,,,,
p4,2021-01-25T13:30:00.000Z,2021-01-25,buy,16432.5,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,20.5,,,16412,16457.25,,,,,,,,,,,,
p5,2021-01-25T13:30:00.000Z,2021-01-25,sell,16478.5,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,14.25,,,16492.75,16451.5,,,,,,,,,,,,
p1,2021-01-25T13:45:00.000Z,2021-01-25,buy,16391.5,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,37.5,,,16354,16509,,,,,,,,,,,,
p5,2021-01-25T13:45:00.000Z,2021-01-25,buy,16400,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,31.75,,,16368.25,16473.25,,,,,,,,,,,,
p3,2021-01-25T14:15:00.000Z,2021-01-25,buy,16437.5,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,31.5,,,16406,16473,,,,,,,,,,,,
p1,2021-01-25T14:45:00.000Z,2021-01-25,buy,16457,true,,2021-01-25T15:47:40.000Z,2.00,2021-01-25T15:47:44.000Z,301.25,2021-01-25T16:08:12.000Z,-15.75,312.33,true,2021,10,9,,,,W,40.5,,,16416.5,16526.75,,,,,,,16,23,77,84,135,232
p5,2021-01-25T15:45:00.000Z,2021-01-25,buy,16429.75,true,,2021-01-25T15:49:30.000Z,16.75,2021-01-25T20:59:56.000Z,274.00,2021-01-25T16:08:12.000Z,11.50,310.50,false,2021,10,10,,,,W,33,,,16396.75,16476.5,38,18431,18537,,,,31,79,93,120,125,282
p2,2021-01-25T16:00:00.000Z,2021-01-25,buy,16246.75,true,,2021-01-25T16:04:41.000Z,199.75,2021-01-25T20:59:56.000Z,91.00,2021-01-25T16:08:12.000Z,194.50,295.32,false,2021,11,11,,,,W,37.75,,,16209,16317.25,0,0,463,491,528,616,3,12,24,25,44,79
p1,2021-01-25T17:45:00.000Z,2021-01-25,sell,16374.5,true,,2021-01-25T17:53:22.000Z,32.25,2021-01-25T20:16:01.000Z,72.00,2021-01-25T20:59:56.000Z,-66.75,186.63,true,2021,12,12,,,,M,37.75,,,16412.25,16324.25,505,771,775,8501,8538,,5,42,264,1026,1038,10613
p1,2021-01-25T18:00:00.000Z,2021-01-25,buy,16342.5,false,close_beyond_leg_terminus,,,,,,,,,2021,13,13,,,,W,47,,,16295.5,16387.5,,,,,,,,,,,,
p2,2021-01-25T20:00:00.000Z,2021-01-25,sell,16463,false,close_beyond_leg_terminus,,,,,,,,,2021,15,15,,,,M,40.25,,,16503.25,16403.5,,,,,,,,,,,,
p4,2021-01-25T20:45:00.000Z,2021-01-25,sell,16438.75,true,,2021-01-25T20:56:30.000Z,7.75,2021-01-25T20:59:22.000Z,7.75,2021-01-25T20:59:56.000Z,-2.50,3.50,true,2021,15,15,,,,M,27.5,,,16466.25,16398.25,170,,,,,,115,,,,,
p4,2021-01-26T05:00:00.000Z,2021-01-26,buy,16344.75,false,close_beyond_leg_terminus,,,,,,,,,2021,0,0,,,,W,6.5,,,16338.25,16354.5,,,,,,,,,,,,
p4,2021-01-26T07:00:00.000Z,2021-01-26,buy,16333.5,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,W,19.25,,,16314.25,16356,,,,,,,,,,,,
p2,2021-01-26T08:15:00.000Z,2021-01-26,buy,16331.5,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,36,,,16295.5,16386,,,,,,,,,,,,
p4,2021-01-26T11:00:00.000Z,2021-01-26,sell,16418.5,true,,2021-01-26T11:21:10.000Z,25.00,2021-01-26T14:45:31.000Z,81.25,2021-01-26T16:06:25.000Z,-33.00,578.83,true,2021,6,6,,,,M,40,,,16458.5,16400.75,52,812,12165,12258,,,1164,1373,1706,1723,2692,11374
p1,2021-01-26T13:30:00.000Z,2021-01-26,sell,16462.5,true,,2021-01-26T14:25:12.000Z,69.00,2021-01-26T14:45:31.000Z,37.25,2021-01-26T16:06:25.000Z,11.00,394.80,true,2021,9,8,,,,M,15.25,,,16477.75,16423.5,88,634,650,737,841,1092,332,355,5012,5029,6047,
p1,2021-01-26T13:45:00.000Z,2021-01-26,buy,16375.75,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,34.25,,,16341.5,16462.5,,,,,,,,,,,,
p4,2021-01-26T14:00:00.000Z,2021-01-26,sell,16469,true,,2021-01-26T14:30:44.000Z,75.50,2021-01-26T14:45:31.000Z,30.75,2021-01-26T16:06:25.000Z,17.50,389.27,true,2021,9,9,,,,M,22,,,16491,16441.5,79,80,81,303,414,757,72,4680,4719,4921,5734,
p2,2021-01-26T14:45:00.000Z,2021-01-26,sell,16434.75,true,,2021-01-26T14:54:18.000Z,27.75,2021-01-26T15:20:17.000Z,65.00,2021-01-26T16:06:25.000Z,-16.75,365.70,true,2021,9,9,,,,M,13.5,,,16448.25,16394.5,234,1062,1349,1492,,,54,283,345,471,644,3309
