Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2025-01-03 01:45,X,21237.25,1,426025,-1280,-0.30,3785,0.89,-6350,-1.49,-1280,-0.01
1,Entry long,2025-01-01 18:00,B=0|T=20250101T2300,21301.25,1,426025,-1280,-0.30,3785,0.89,-6350,-1.49,-1280,-0.01
2,Exit long,2025-01-06 01:00,X,21535.75,1,424745,5970,1.41,6440,1.52,-575,-0.14,4690,0.05
2,Entry long,2025-01-03 01:45,B=1|T=20250103T0645,21237.25,1,424745,5970,1.41,6440,1.52,-575,-0.14,4690,0.05
3,Exit long,2025-01-06 01:30,X,21547,1,430715,225,0.05,355,0.08,-55,-0.01,4915,0.05
3,Entry long,2025-01-06 01:00,B=0|T=20250106T0600,21535.75,1,430715,225,0.05,355,0.08,-55,-0.01,4915,0.05
4,Exit long,2025-01-06 02:30,X,21573.5,1,430940,530,0.12,600,0.14,-135,-0.03,5445,0.05
4,Entry long,2025-01-06 01:30,B=1|T=20250106T0630,21547,1,430940,530,0.12,600,0.14,-135,-0.03,5445,0.05
5,Exit long,2025-01-06 03:00,X,21594,1,431470,410,0.10,425,0.10,-185,-0.04,5855,0.06
5,Entry long,2025-01-06 02:30,B=0|T=20250106T0730,21573.5,1,431470,410,0.10,425,0.10,-185,-0.04,5855,0.06
6,Exit long,2025-01-06 03:15,X,21575.75,1,431880,-365,-0.08,15,0.00,-585,-0.14,5490,0.05
6,Entry long,2025-01-06 03:00,B=1|T=20250106T0800,21594,1,431880,-365,-0.08,15,0.00,-585,-0.14,5490,0.05
7,Exit long,2025-01-06 03:30,X,21597.75,1,431515,440,0.10,455,0.11,-65,-0.02,5930,0.06
7,Entry long,2025-01-06 03:15,B=0|T=20250106T0815,21575.75,1,431515,440,0.10,455,0.11,-65,-0.02,5930,0.06
8,Exit long,2025-01-06 08:00,X,21725.25,1,431955,2550,0.59,3255,0.75,-30,-0.01,8480,0.08
8,Entry long,2025-01-06 03:30,B=1|T=20250106T0830,21597.75,1,431955,2550,0.59,3255,0.75,-30,-0.01,8480,0.08
9,Exit long,2025-01-06 08:15,X,21741.5,1,434505,325,0.07,335,0.08,-165,-0.04,8805,0.09
9,Entry long,2025-01-06 08:00,B=0|T=20250106T1300,21725.25,1,434505,325,0.07,335,0.08,-165,-0.04,8805,0.09
10,Exit long,2025-01-06 08:30,X,21723.5,1,434830,-360,-0.08,130,0.03,-690,-0.16,8445,0.08
10,Entry long,2025-01-06 08:15,B=1|T=20250106T1315,21741.5,1,434830,-360,-0.08,130,0.03,-690,-0.16,8445,0.08
11,Exit long,2025-01-06 08:45,X,21749.5,1,434470,520,0.12,555,0.13,-95,-0.02,8965,0.09
11,Entry long,2025-01-06 08:30,B=0|T=20250106T1330,21723.5,1,434470,520,0.12,555,0.13,-95,-0.02,8965,0.09
12,Exit long,2025-01-06 09:15,X,21732.5,1,434990,-340,-0.08,130,0.03,-2155,-0.50,8625,0.09
12,Entry long,2025-01-06 08:45,B=1|T=20250106T1345,21749.5,1,434990,-340,-0.08,130,0.03,-2155,-0.50,8625,0.09
13,Exit long,2025-01-06 09:30,X,21791.75,1,434650,1185,0.27,1885,0.43,-180,-0.04,9810,0.10
13,Entry long,2025-01-06 09:15,B=0|T=20250106T1415,21732.5,1,434650,1185,0.27,1885,0.43,-180,-0.04,9810,0.10
14,Exit long,2025-01-06 13:00,X,21778,1,435835,-275,-0.06,2100,0.48,-1050,-0.24,9535,0.10
14,Entry long,2025-01-06 09:30,B=1|T=20250106T1430,21791.75,1,435835,-275,-0.06,2100,0.48,-1050,-0.24,9535,0.10
15,Exit long,2025-01-07 03:30,X,21756.5,1,435560,-430,-0.10,365,0.08,-2605,-0.60,9105,0.09
15,Entry long,2025-01-06 13:00,B=0|T=20250106T1800,21778,1,435560,-430,-0.10,365,0.08,-2605,-0.60,9105,0.09
16,Exit long,2025-01-07 04:45,X,21727.5,1,435130,-580,-0.13,360,0.08,-645,-0.15,8525,0.09
16,Entry long,2025-01-07 03:30,B=1|T=20250107T0830,21756.5,1,435130,-580,-0.13,360,0.08,-645,-0.15,8525,0.09
17,Exit long,2025-01-07 05:00,X,21756.75,1,434550,585,0.13,615,0.14,-210,-0.05,9110,0.09
17,Entry long,2025-01-07 04:45,B=0|T=20250107T0945,21727.5,1,434550,585,0.13,615,0.14,-210,-0.05,9110,0.09
18,Exit long,2025-01-07 09:45,X,21709.75,1,435135,-940,-0.22,985,0.23,-1230,-0.28,8170,0.08
18,Entry long,2025-01-07 05:00,B=1|T=20250107T1000,21756.75,1,435135,-940,-0.22,985,0.23,-1230,-0.28,8170,0.08
19,Exit long,2025-01-07 18:45,X,21392.25,1,434195,-6350,-1.46,10,0.00,-8605,-1.98,1820,0.02
19,Entry long,2025-01-07 09:45,B=0|T=20250107T1445,21709.75,1,434195,-6350,-1.46,10,0.00,-8605,-1.98,1820,0.02
20,Exit long,2025-01-08 06:30,X,21315.5,1,427845,-1535,-0.36,1120,0.26,-2155,-0.50,285,0.00
20,Entry long,2025-01-07 18:45,B=1|T=20250107T2345,21392.25,1,427845,-1535,-0.36,1120,0.26,-2155,-0.50,285,0.00
21,Exit long,2025-01-08 06:45,X,21364.25,1,426310,975,0.23,1140,0.27,-115,-0.03,1260,0.01
21,Entry long,2025-01-08 06:30,B=0|T=20250108T1130,21315.5,1,426310,975,0.23,1140,0.27,-115,-0.03,1260,0.01
22,Exit long,2025-01-08 07:00,X,21309,1,427285,-1105,-0.26,55,0.01,-1165,-0.27,155,0.00
22,Entry long,2025-01-08 06:45,B=1|T=20250108T1145,21364.25,1,427285,-1105,-0.26,55,0.01,-1165,-0.27,155,0.00
23,Exit long,2025-01-08 08:00,X,21305.75,1,426180,-65,-0.02,910,0.21,-1750,-0.41,90,0.00
23,Entry long,2025-01-08 07:00,B=0|T=20250108T1200,21309,1,426180,-65,-0.02,910,0.21,-1750,-0.41,90,0.00
24,Exit long,2025-01-08 10:00,X,21244.25,1,426115,-1230,-0.29,2010,0.47,-1345,-0.32,-1140,-0.01
24,Entry long,2025-01-08 08:00,B=1|T=20250108T1300,21305.75,1,426115,-1230,-0.29,2010,0.47,-1345,-0.32,-1140,-0.01
25,Exit long,2025-01-08 10:45,X,21358,1,424885,2275,0.54,2495,0.59,-265,-0.06,1135,0.01
25,Entry long,2025-01-08 10:00,B=0|T=20250108T1500,21244.25,1,424885,2275,0.54,2495,0.59,-265,-0.06,1135,0.01
26,Exit long,2025-01-08 12:00,X,21290.25,1,427160,-1355,-0.32,1220,0.29,-1490,-0.35,-220,0.00
26,Entry long,2025-01-08 10:45,B=1|T=20250108T1545,21358,1,427160,-1355,-0.32,1220,0.29,-1490,-0.35,-220,0.00
27,Exit long,2025-01-08 13:00,X,21336.5,1,425805,925,0.22,1110,0.26,-2480,-0.58,705,0.01
27,Entry long,2025-01-08 12:00,B=0|T=20250108T1700,21290.25,1,425805,925,0.22,1110,0.26,-2480,-0.58,705,0.01
28,Exit long,2025-01-08 13:45,X,21325.5,1,426730,-220,-0.05,1430,0.34,-1090,-0.26,485,0.00
28,Entry long,2025-01-08 13:00,B=1|T=20250108T1800,21336.5,1,426730,-220,-0.05,1430,0.34,-1090,-0.26,485,0.00
29,Exit long,2025-01-08 14:15,X,21418,1,426510,1850,0.43,2125,0.50,-760,-0.18,2335,0.02
29,Entry long,2025-01-08 13:45,B=0|T=20250108T1845,21325.5,1,426510,1850,0.43,2125,0.50,-760,-0.18,2335,0.02
30,Exit long,2025-01-08 14:30,X,21334.25,1,428360,-1675,-0.39,0,0.00,-2005,-0.47,660,0.01
30,Entry long,2025-01-08 14:15,B=1|T=20250108T1915,21418,1,428360,-1675,-0.39,0,0.00,-2005,-0.47,660,0.01
31,Exit long,2025-01-08 15:15,X,21348.25,1,426685,280,0.07,485,0.11,-660,-0.15,940,0.01
31,Entry long,2025-01-08 14:30,B=0|T=20250108T1930,21334.25,1,426685,280,0.07,485,0.11,-660,-0.15,940,0.01
32,Exit long,2025-01-08 19:30,X,21288.75,1,426965,-1190,-0.28,825,0.19,-1545,-0.36,-250,0.00
32,Entry long,2025-01-08 15:15,B=1|T=20250108T2015,21348.25,1,426965,-1190,-0.28,825,0.19,-1545,-0.36,-250,0.00
33,Exit long,2025-01-08 19:45,X,21306.75,1,425775,360,0.08,410,0.10,-25,-0.01,110,0.00
33,Entry long,2025-01-08 19:30,B=0|T=20250109T0030,21288.75,1,425775,360,0.08,410,0.10,-25,-0.01,110,0.00
34,Exit long,2025-01-08 22:45,X,21310.75,1,426135,80,0.02,810,0.19,-125,-0.03,190,0.00
34,Entry long,2025-01-08 19:45,B=1|T=20250109T0045,21306.75,1,426135,80,0.02,810,0.19,-125,-0.03,190,0.00
35,Exit long,2025-01-09 23:45,X,21302,1,426215,-175,-0.04,475,0.11,-2625,-0.62,15,0.00
35,Entry long,2025-01-08 22:45,B=0|T=20250109T0345,21310.75,1,426215,-175,-0.04,475,0.11,-2625,-0.62,15,0.00
36,Exit long,2025-01-10 01:00,X,21287.5,1,426040,-290,-0.07,530,0.12,-395,-0.09,-275,0.00
36,Entry long,2025-01-09 23:45,B=1|T=20250110T0445,21302,1,426040,-290,-0.07,530,0.12,-395,-0.09,-275,0.00
37,Exit long,2025-01-10 02:30,X,21281.75,1,425750,-115,-0.03,95,0.02,-1075,-0.25,-390,0.00
37,Entry long,2025-01-10 01:00,B=0|T=20250110T0600,21287.5,1,425750,-115,-0.03,95,0.02,-1075,-0.25,-390,0.00
38,Exit long,2025-01-10 08:30,X,21123.5,1,425635,-3165,-0.74,1815,0.43,-4735,-1.11,-3555,-0.04
38,Entry long,2025-01-10 02:30,B=1|T=20250110T0730,21281.75,1,425635,-3165,-0.74,1815,0.43,-4735,-1.11,-3555,-0.04
39,Exit long,2025-01-10 13:45,X,21167.25,1,422470,875,0.21,1475,0.35,-4975,-1.18,-2680,-0.03
39,Entry long,2025-01-10 08:30,B=0|T=20250110T1330,21123.5,1,422470,875,0.21,1475,0.35,-4975,-1.18,-2680,-0.03
40,Exit long,2025-01-10 14:00,X,21073,1,423345,-1885,-0.45,85,0.02,-2345,-0.55,-4565,-0.05
40,Entry long,2025-01-10 13:45,B=1|T=20250110T1845,21167.25,1,423345,-1885,-0.45,85,0.02,-2345,-0.55,-4565,-0.05
41,Exit long,2025-01-10 14:45,X,21086.5,1,421460,270,0.06,705,0.17,-610,-0.14,-4295,-0.04
41,Entry long,2025-01-10 14:00,B=0|T=20250110T1900,21073,1,421460,270,0.06,705,0.17,-610,-0.14,-4295,-0.04
42,Exit long,2025-01-10 15:00,X,21034.75,1,421730,-1035,-0.25,255,0.06,-1145,-0.27,-5330,-0.05
42,Entry long,2025-01-10 14:45,B=1|T=20250110T1945,21086.5,1,421730,-1035,-0.25,255,0.06,-1145,-0.27,-5330,-0.05
43,Exit long,2025-01-13 01:00,X,20913.5,1,420695,-2425,-0.58,225,0.05,-3525,-0.84,-7755,-0.08
43,Entry long,2025-01-10 15:00,B=0|T=20250110T2000,21034.75,1,420695,-2425,-0.58,225,0.05,-3525,-0.84,-7755,-0.08
44,Exit long,2025-01-13 03:15,X,20823,1,418270,-1810,-0.43,325,0.08,-1955,-0.47,-9565,-0.10
44,Entry long,2025-01-13 01:00,B=1|T=20250113T0600,20913.5,1,418270,-1810,-0.43,325,0.08,-1955,-0.47,-9565,-0.10
45,Exit long,2025-01-13 06:45,X,20764.75,1,416460,-1165,-0.28,495,0.12,-2580,-0.62,-10730,-0.11
45,Entry long,2025-01-13 03:15,B=0|T=20250113T0815,20823,1,416460,-1165,-0.28,495,0.12,-2580,-0.62,-10730,-0.11
46,Exit long,2025-01-13 07:00,X,20738.5,1,415295,-525,-0.13,450,0.11,-785,-0.19,-11255,-0.11
46,Entry long,2025-01-13 06:45,B=1|T=20250113T1145,20764.75,1,415295,-525,-0.13,450,0.11,-785,-0.19,-11255,-0.11
47,Exit long,2025-01-13 07:15,X,20781.25,1,414770,855,0.21,1280,0.31,-200,-0.05,-10400,-0.10
47,Entry long,2025-01-13 07:00,B=0|T=20250113T1200,20738.5,1,414770,855,0.21,1280,0.31,-200,-0.05,-10400,-0.10
48,Exit long,2025-01-13 10:15,X,20717.25,1,415625,-1280,-0.31,1485,0.36,-1585,-0.38,-11680,-0.12
48,Entry long,2025-01-13 07:15,B=1|T=20250113T1215,20781.25,1,415625,-1280,-0.31,1485,0.36,-1585,-0.38,-11680,-0.12
49,Exit long,2025-01-13 10:30,X,20855,1,414345,2755,0.66,2930,0.71,-5,0.00,-8925,-0.09
49,Entry long,2025-01-13 10:15,B=0|T=20250113T1515,20717.25,1,414345,2755,0.66,2930,0.71,-5,0.00,-8925,-0.09
50,Exit long,2025-01-14 01:45,X,21046.5,1,417100,3830,0.92,4670,1.12,-2735,-0.66,-5095,-0.05
50,Entry long,2025-01-13 10:30,B=1|T=20250113T1530,20855,1,417100,3830,0.92,4670,1.12,-2735,-0.66,-5095,-0.05
51,Exit long,2025-01-14 03:30,X,21117,1,420930,1410,0.33,1585,0.38,-505,-0.12,-3685,-0.04
51,Entry long,2025-01-14 01:45,B=0|T=20250114T0645,21046.5,1,420930,1410,0.33,1585,0.38,-505,-0.12,-3685,-0.04
52,Exit long,2025-01-14 04:00,X,21114.25,1,422340,-55,-0.01,535,0.13,-265,-0.06,-3740,-0.04
52,Entry long,2025-01-14 03:30,B=1|T=20250114T0830,21117,1,422340,-55,-0.01,535,0.13,-265,-0.06,-3740,-0.04
53,Exit long,2025-01-14 13:45,X,20997.25,1,422285,-2340,-0.55,485,0.11,-6450,-1.53,-6080,-0.06
53,Entry long,2025-01-14 04:00,B=0|T=20250114T0900,21114.25,1,422285,-2340,-0.55,485,0.11,-6450,-1.53,-6080,-0.06
54,Exit long,2025-01-14 14:15,X,20982,1,419945,-305,-0.07,320,0.08,-490,-0.12,-6385,-0.06
54,Entry long,2025-01-14 13:45,B=1|T=20250114T1845,20997.25,1,419945,-305,-0.07,320,0.08,-490,-0.12,-6385,-0.06
55,Exit long,2025-01-14 16:00,X,20975.5,1,419640,-130,-0.03,480,0.11,-4170,-0.99,-6515,-0.07
55,Entry long,2025-01-14 14:15,B=0|T=20250114T1915,20982,1,419640,-130,-0.03,480,0.11,-4170,-0.99,-6515,-0.07
56,Exit long,2025-01-15 21:45,X,21398.5,1,419510,8460,2.02,9545,2.28,-1330,-0.32,1945,0.02
56,Entry long,2025-01-14 16:00,B=1|T=20250114T2100,20975.5,1,419510,8460,2.02,9545,2.28,-1330,-0.32,1945,0.02
57,Exit long,2025-01-17 00:15,X,21299,1,427970,-1990,-0.46,3375,0.79,-4525,-1.06,-45,0.00
57,Entry long,2025-01-15 21:45,B=0|T=20250116T0245,21398.5,1,427970,-1990,-0.46,3375,0.79,-4525,-1.06,-45,0.00
58,Exit long,2025-01-17 16:00,X,21584,1,425980,5700,1.34,7670,1.80,-945,-0.22,5655,0.06
58,Entry long,2025-01-17 00:15,B=1|T=20250117T0515,21299,1,425980,5700,1.34,7670,1.80,-945,-0.22,5655,0.06
59,Exit long,2025-01-20 06:30,X,21620.5,1,431680,730,0.17,1080,0.25,-1150,-0.27,6385,0.06
59,Entry long,2025-01-17 16:00,B=0|T=20250117T2100,21584,1,431680,730,0.17,1080,0.25,-1150,-0.27,6385,0.06
60,Exit long,2025-01-20 07:00,X,21608.25,1,432410,-245,-0.06,210,0.05,-300,-0.07,6140,0.06
60,Entry long,2025-01-20 06:30,B=1|T=20250120T1130,21620.5,1,432410,-245,-0.06,210,0.05,-300,-0.07,6140,0.06
61,Exit long,2025-01-20 08:30,X,21642.5,1,432165,685,0.16,965,0.22,-1405,-0.33,6825,0.07
61,Entry long,2025-01-20 07:00,B=0|T=20250120T1200,21608.25,1,432165,685,0.16,965,0.22,-1405,-0.33,6825,0.07
62,Exit long,2025-01-20 19:45,X,21468.25,1,432850,-3485,-0.81,2725,0.63,-3805,-0.88,3340,0.03
62,Entry long,2025-01-20 08:30,B=1|T=20250120T1330,21642.5,1,432850,-3485,-0.81,2725,0.63,-3805,-0.88,3340,0.03
63,Exit long,2025-01-20 20:15,X,21593,1,429365,2495,0.58,3155,0.73,-1810,-0.42,5835,0.06
63,Entry long,2025-01-20 19:45,B=0|T=20250121T0045,21468.25,1,429365,2495,0.58,3155,0.73,-1810,-0.42,5835,0.06
64,Exit long,2025-01-20 20:30,X,21580.5,1,431860,-250,-0.06,65,0.02,-1460,-0.34,5585,0.06
64,Entry long,2025-01-20 20:15,B=1|T=20250121T0115,21593,1,431860,-250,-0.06,65,0.02,-1460,-0.34,5585,0.06
65,Exit long,2025-01-20 20:45,X,21585.25,1,431610,95,0.02,530,0.12,-460,-0.11,5680,0.06
65,Entry long,2025-01-20 20:30,B=0|T=20250121T0130,21580.5,1,431610,95,0.02,530,0.12,-460,-0.11,5680,0.06
66,Exit long,2025-01-20 21:15,X,21573.5,1,431705,-235,-0.05,515,0.12,-265,-0.06,5445,0.05
66,Entry long,2025-01-20 20:45,B=1|T=20250121T0145,21585.25,1,431705,-235,-0.05,515,0.12,-265,-0.06,5445,0.05
67,Exit long,2025-01-20 22:00,X,21619.75,1,431470,925,0.21,1115,0.26,-250,-0.06,6370,0.06
67,Entry long,2025-01-20 21:15,B=0|T=20250121T0215,21573.5,1,431470,925,0.21,1115,0.26,-250,-0.06,6370,0.06
68,Exit long,2025-01-20 22:45,X,21623.75,1,432395,80,0.02,560,0.13,-210,-0.05,6450,0.06
68,Entry long,2025-01-20 22:00,B=1|T=20250121T0300,21619.75,1,432395,80,0.02,560,0.13,-210,-0.05,6450,0.06
69,Exit long,2025-01-21 04:00,X,21683.75,1,432475,1200,0.28,1235,0.29,-905,-0.21,7650,0.08
69,Entry long,2025-01-20 22:45,B=0|T=20250121T0345,21623.75,1,432475,1200,0.28,1235,0.29,-905,-0.21,7650,0.08
70,Exit long,2025-01-21 05:45,X,21688,1,433675,85,0.02,940,0.22,-500,-0.12,7735,0.08
70,Entry long,2025-01-21 04:00,B=1|T=20250121T0900,21683.75,1,433675,85,0.02,940,0.22,-500,-0.12,7735,0.08
71,Exit long,2025-01-21 06:00,X,21708.5,1,433760,410,0.09,440,0.10,-55,-0.01,8145,0.08
71,Entry long,2025-01-21 05:45,B=0|T=20250121T1045,21688,1,433760,410,0.09,440,0.10,-55,-0.01,8145,0.08
72,Exit long,2025-01-21 06:15,X,21680.25,1,434170,-565,-0.13,40,0.01,-700,-0.16,7580,0.08
72,Entry long,2025-01-21 06:00,B=1|T=20250121T1100,21708.5,1,434170,-565,-0.13,40,0.01,-700,-0.16,7580,0.08
73,Exit long,2025-01-21 08:45,X,21725.25,1,433605,900,0.21,985,0.23,-735,-0.17,8480,0.08
73,Entry long,2025-01-21 06:15,B=0|T=20250121T1115,21680.25,1,433605,900,0.21,985,0.23,-735,-0.17,8480,0.08
74,Exit long,2025-01-21 09:00,X,21724,1,434505,-25,-0.01,225,0.05,-235,-0.05,8455,0.08
74,Entry long,2025-01-21 08:45,B=1|T=20250121T1345,21725.25,1,434505,-25,-0.01,225,0.05,-235,-0.05,8455,0.08
75,Exit long,2025-01-21 12:15,X,21695.75,1,434480,-565,-0.13,60,0.01,-3965,-0.91,7890,0.08
75,Entry long,2025-01-21 09:00,B=0|T=20250121T1400,21724,1,434480,-565,-0.13,60,0.01,-3965,-0.91,7890,0.08
76,Exit long,2025-01-22 05:00,X,21873.5,1,433915,3555,0.82,4225,0.97,-35,-0.01,11445,0.11
76,Entry long,2025-01-21 12:15,B=1|T=20250121T1715,21695.75,1,433915,3555,0.82,4225,0.97,-35,-0.01,11445,0.11
77,Exit long,2025-01-22 05:15,X,21885.75,1,437470,245,0.06,265,0.06,-95,-0.02,11690,0.12
77,Entry long,2025-01-22 05:00,B=0|T=20250122T1000,21873.5,1,437470,245,0.06,265,0.06,-95,-0.02,11690,0.12
78,Exit long,2025-01-22 06:15,X,21895.25,1,437715,190,0.04,385,0.09,-30,-0.01,11880,0.12
78,Entry long,2025-01-22 05:15,B=1|T=20250122T1015,21885.75,1,437715,190,0.04,385,0.09,-30,-0.01,11880,0.12
79,Exit long,2025-01-22 07:00,X,21909.25,1,437905,280,0.06,350,0.08,-305,-0.07,12160,0.12
79,Entry long,2025-01-22 06:15,B=0|T=20250122T1115,21895.25,1,437905,280,0.06,350,0.08,-305,-0.07,12160,0.12
80,Exit long,2025-01-22 07:15,X,21898.5,1,438185,-215,-0.05,40,0.01,-275,-0.06,11945,0.12
80,Entry long,2025-01-22 07:00,B=1|T=20250122T1200,21909.25,1,438185,-215,-0.05,40,0.01,-275,-0.06,11945,0.12
81,Exit long,2025-01-22 07:30,X,21911,1,437970,250,0.06,330,0.08,-25,-0.01,12195,0.12
81,Entry long,2025-01-22 07:15,B=0|T=20250122T1215,21898.5,1,437970,250,0.06,330,0.08,-25,-0.01,12195,0.12
82,Exit long,2025-01-22 08:45,X,21930,1,438220,380,0.09,465,0.11,-165,-0.04,12575,0.13
82,Entry long,2025-01-22 07:30,B=1|T=20250122T1230,21911,1,438220,380,0.09,465,0.11,-165,-0.04,12575,0.13
83,Exit long,2025-01-22 09:30,X,21960,1,438600,600,0.14,1035,0.24,-620,-0.14,13175,0.13
83,Entry long,2025-01-22 08:45,B=0|T=20250122T1345,21930,1,438600,600,0.14,1035,0.24,-620,-0.14,13175,0.13
84,Exit long,2025-01-22 14:15,X,22019.75,1,439200,1195,0.27,2670,0.61,-200,-0.05,14370,0.14
84,Entry long,2025-01-22 09:30,B=1|T=20250122T1430,21960,1,439200,1195,0.27,2670,0.61,-200,-0.05,14370,0.14
85,Exit long,2025-01-22 14:45,X,22040.25,1,440395,410,0.09,445,0.10,-265,-0.06,14780,0.15
85,Entry long,2025-01-22 14:15,B=0|T=20250122T1915,22019.75,1,440395,410,0.09,445,0.10,-265,-0.06,14780,0.15
86,Exit long,2025-01-22 15:00,X,22024.5,1,440805,-315,-0.07,25,0.01,-525,-0.12,14465,0.14
86,Entry long,2025-01-22 14:45,B=1|T=20250122T1945,22040.25,1,440805,-315,-0.07,25,0.01,-525,-0.12,14465,0.14
87,Exit long,2025-01-23 08:45,X,21896.25,1,440490,-2565,-0.58,85,0.02,-3380,-0.77,11900,0.12
87,Entry long,2025-01-22 15:00,B=0|T=20250122T2000,22024.5,1,440490,-2565,-0.58,85,0.02,-3380,-0.77,11900,0.12
88,Exit long,2025-01-23 23:15,X,21984.5,1,437925,1765,0.40,3245,0.74,-605,-0.14,13665,0.14
88,Entry long,2025-01-23 08:45,B=1|T=20250123T1345,21896.25,1,437925,1765,0.40,3245,0.74,-605,-0.14,13665,0.14
89,Exit long,2025-01-24 00:00,X,22002,1,439690,350,0.08,400,0.09,0,0.00,14015,0.14
89,Entry long,2025-01-23 23:15,B=0|T=20250124T0415,21984.5,1,439690,350,0.08,400,0.09,0,0.00,14015,0.14
90,Exit long,2025-01-24 00:45,X,21996,1,440040,-120,-0.03,175,0.04,-175,-0.04,13895,0.14
90,Entry long,2025-01-24 00:00,B=1|T=20250124T0500,22002,1,440040,-120,-0.03,175,0.04,-175,-0.04,13895,0.14
91,Exit long,2025-01-24 07:00,X,22020.75,1,439920,495,0.11,580,0.13,-485,-0.11,14390,0.14
91,Entry long,2025-01-24 00:45,B=0|T=20250124T0545,21996,1,439920,495,0.11,580,0.13,-485,-0.11,14390,0.14
92,Exit long,2025-01-24 08:00,X,22018.5,1,440415,-45,-0.01,460,0.10,-250,-0.06,14345,0.14
92,Entry long,2025-01-24 07:00,B=1|T=20250124T1200,22020.75,1,440415,-45,-0.01,460,0.10,-250,-0.06,14345,0.14
93,Exit long,2025-01-24 09:00,X,22032.5,1,440370,280,0.06,525,0.12,-450,-0.10,14625,0.15
93,Entry long,2025-01-24 08:00,B=0|T=20250124T1300,22018.5,1,440370,280,0.06,525,0.12,-450,-0.10,14625,0.15
94,Exit long,2025-01-24 10:00,X,22016.75,1,440650,-315,-0.07,915,0.21,-655,-0.15,14310,0.14
94,Entry long,2025-01-24 09:00,B=1|T=20250124T1400,22032.5,1,440650,-315,-0.07,915,0.21,-655,-0.15,14310,0.14
95,Exit long,2025-01-24 11:15,X,22013.25,1,440335,-70,-0.02,55,0.01,-930,-0.21,14240,0.14
95,Entry long,2025-01-24 10:00,B=0|T=20250124T1500,22016.75,1,440335,-70,-0.02,55,0.01,-930,-0.21,14240,0.14
96,Exit long,2025-01-24 11:45,X,21982.75,1,440265,-610,-0.14,450,0.10,-750,-0.17,13630,0.14
96,Entry long,2025-01-24 11:15,B=1|T=20250124T1615,22013.25,1,440265,-610,-0.14,450,0.10,-750,-0.17,13630,0.14
97,Exit long,2025-01-27 09:30,X,21272.25,1,439655,-14210,-3.23,510,0.12,-24380,-5.55,-580,-0.01
97,Entry long,2025-01-24 11:45,B=0|T=20250124T1645,21982.75,1,439655,-14210,-3.23,510,0.12,-24380,-5.55,-580,-0.01
98,Exit long,2025-01-28 06:15,X,21363.75,1,425445,1830,0.43,3025,0.71,-3545,-0.83,1250,0.01
98,Entry long,2025-01-27 09:30,B=1|T=20250127T1430,21272.25,1,425445,1830,0.43,3025,0.71,-3545,-0.83,1250,0.01
99,Exit long,2025-01-28 10:15,X,21467,1,427275,2065,0.48,2360,0.55,-4085,-0.96,3315,0.03
99,Entry long,2025-01-28 06:15,B=0|T=20250128T1115,21363.75,1,427275,2065,0.48,2360,0.55,-4085,-0.96,3315,0.03
100,Exit long,2025-01-28 11:15,X,21404.75,1,429340,-1245,-0.29,240,0.06,-1590,-0.37,2070,0.02
100,Entry long,2025-01-28 10:15,B=1|T=20250128T1515,21467,1,429340,-1245,-0.29,240,0.06,-1590,-0.37,2070,0.02
101,Exit long,2025-01-28 11:45,X,21472.5,1,428095,1355,0.32,1405,0.33,-330,-0.08,3425,0.03
101,Entry long,2025-01-28 11:15,B=0|T=20250128T1615,21404.75,1,428095,1355,0.32,1405,0.33,-330,-0.08,3425,0.03
102,Exit long,2025-01-28 18:45,X,21545.5,1,429450,1460,0.34,3070,0.71,-40,-0.01,4885,0.05
102,Entry long,2025-01-28 11:45,B=1|T=20250128T1645,21472.5,1,429450,1460,0.34,3070,0.71,-40,-0.01,4885,0.05
103,Exit long,2025-01-29 01:00,X,21657.25,1,430910,2235,0.52,2690,0.62,-210,-0.05,7120,0.07
103,Entry long,2025-01-28 18:45,B=0|T=20250128T2345,21545.5,1,430910,2235,0.52,2690,0.62,-210,-0.05,7120,0.07
104,Exit long,2025-01-29 04:15,X,21653.5,1,433145,-75,-0.02,795,0.18,-575,-0.13,7045,0.07
104,Entry long,2025-01-29 01:00,B=1|T=20250129T0600,21657.25,1,433145,-75,-0.02,795,0.18,-575,-0.13,7045,0.07
105,Exit long,2025-01-29 14:30,X,21550.75,1,433070,-2055,-0.47,730,0.17,-5730,-1.32,4990,0.05
105,Entry long,2025-01-29 04:15,B=0|T=20250129T0915,21653.5,1,433070,-2055,-0.47,730,0.17,-5730,-1.32,4990,0.05
106,Exit long,2025-01-29 14:45,X,21538.75,1,431015,-240,-0.06,545,0.13,-855,-0.20,4750,0.05
106,Entry long,2025-01-29 14:30,B=1|T=20250129T1930,21550.75,1,431015,-240,-0.06,545,0.13,-855,-0.20,4750,0.05
107,Exit long,2025-01-29 15:15,X,21583.75,1,430775,900,0.21,1165,0.27,-1520,-0.35,5650,0.06
107,Entry long,2025-01-29 14:45,B=0|T=20250129T1945,21538.75,1,430775,900,0.21,1165,0.27,-1520,-0.35,5650,0.06
108,Exit long,2025-01-29 15:30,X,21529,1,431675,-1095,-0.25,340,0.08,-1350,-0.31,4555,0.05
