date,cl,gc,hg,ng,nq,si,btc,gld,hyg,ief,iwm,lqd,spy,tlt,uup,vix,dxy
1994-09-16,0.017964071856287456,,,-0.0018393623543838666,,,,,,,,,,,,,
1994-09-19,0.022941176470588243,,,0.0030712530712531105,,,,,,,,,,,,,
1994-09-20,-0.004600345025877028,,,-0.04715248009797912,,,,,,,,,,,,,
1994-09-21,-0.005199306759098743,,,-0.04048843187660667,,,,,,,,,,,,,
1994-09-22,0.026132404181184787,,0.00427350427350448,-0.0321500334896182,,0.012892970681738003,,,,,,,,,,,
1994-09-23,0.009054895302772925,0.0015037593984963404,0.010638297872340496,0.18961937716262978,,0.0008718395815170421,,,,,,,,,,,
1994-09-26,-0.008973639932697508,-0.0045045045045045695,-0.006315789473684275,-0.0017452006980803736,,-0.011846689895470441,,,,,,,,,,,
1994-09-27,-0.00679117147707986,0.009049773755656076,0.0029661016949154018,-0.0005827505827504798,,0.015514809590973178,,,,,,,,,,,
1994-09-28,0.007407407407407307,-0.00871948181365223,-0.0021123785382339832,-0.007580174927113825,,-0.0190972222222221,,,,,,,,,,,
1994-09-29,0.016968325791855143,0.002010555415933757,-0.01651143099068597,0.00293772032902484,,0.00619469026548658,,,,,,,,,,,
1994-09-30,0.02280311457174644,-0.0027589666415850367,-0.03099440378820495,-0.029291154071470427,,-0.004925241864555785,,,,,,,,,,,
1994-10-03,-0.01087547580206627,0.0015090543259557165,0.017325633051976874,0.015691007845503924,,0.006717341347003858,,,,,,,,,,,
1994-10-04,-0.006047278724574112,-0.006278252134605755,0.007423580786026118,0.005347593582887722,,-0.009657594381036083,,,,,,,,,,,
1994-10-05,-0.0038716814159289736,-0.0012635835228708148,0.004768097095795509,-0.01654846335697402,,0.0021276595744681437,,,,,,,,,,,
1994-10-06,0.013325930038867284,-0.0002530364372468341,0.0038826574633303856,-0.010216346153846145,,0.002300070771408258,,,,,,,,,,,
1994-10-07,0.0005479452054795164,-0.003290306251581887,-0.014611087236785503,-0.013964784456587664,,-0.0031774051191526542,,,,,,,0.0044888397790054935,,,,
1994-10-10,-0.014786418400876356,-0.001015744032503929,0.0017444395987789019,0.020935960591132785,,-0.005666725695059327,,,,,,,0.010656694193929894,,,,
1994-10-11,-0.016120066703724234,-0.00813421453990848,-0.004353504571179889,0.003618817852834688,,-0.015138023152270752,,,,,,,0.014965986394557929,,,,
1994-10-12,-0.028813559322033777,0.001025115325474113,0.003935286401399063,-0.013221153846153855,,-0.002712477396021762,,,,,,,0.0013404825737264314,,,,
1994-10-13,-0.003490401396160636,-0.005120327700972815,-0.009581881533100911,-0.01948842874543233,,-0.02357207615593837,,,,,,,0.0033467202141901353,,,,
1994-10-14,-0.009340338587273789,0.0036026762738032847,0.004397537379067673,0.013664596273291751,,0.0003714020427112441,,,,,,,0.004336117411607665,,,,
1994-10-17,0.005303476723629963,0.005384615384615543,-0.0039404553415061105,0.012867647058823595,,0.008910339706701409,,,,,,,-0.001992693669100598,,,,
1994-10-18,0.016998827667057625,-0.0020402958428972218,0.007472527472527357,-0.010889292196007316,,-0.009751609935602534,,,,,,,-0.0023293446740066948,,,,
1994-10-19,0.009221902017291006,0.002555583950932805,0.034904013961605695,-0.030581039755351758,,0.00427350427350448,,,,,,,0.004669779853235578,,,,
1994-10-20,0.006282124500285535,0.002549069589599773,-0.00843170320404718,-0.01766561514195586,,0.005550416281220993,,,,,,,-0.006640106241699861,,,,
1994-10-21,-0.013620885357548351,-0.001271294177472626,-0.005527210884353706,0.20038535645472066,,-0.020239190432382648,,,,,,,-0.004010695187165791,,,,
1994-10-24,0.004027617951668505,-0.003564154786150797,0.008123129542539687,0.03477795612627066,,0.003192488262910631,,,,,,,-0.008389369127516866,,,,
1994-10-25,0.007449856733524385,-0.0005109862033725321,0.011450381679389166,0.006721820062047579,,-0.0041183077499062914,,,,,,,0.0010153368273799757,,,,
1994-10-26,0.021046643913538166,-0.0005112474437627412,0.023060796645702375,0.04314329738058564,,0.017293233082706694,,,,,,,0.0037186206896551166,,,,
1994-10-27,0.011142061281337101,-0.002046035805626678,0.011065573770491888,-0.011324470704086709,,0.006467110125646824,,,,,,,0.0060626480094467805,,,,
1994-10-28,0.0044077134986226785,-0.0038441824705279792,0.0008107012565867766,-0.007968127490039834,,-0.014686983660730735,,,,,,,0.021091505440000713,,,,
1994-10-31,-0.0021941854086670043,-0.009776177000257347,-0.0068853786958282814,-0.02108433734939763,,-0.019564002235886058,,,,,,,-0.003606662295081997,,,,
1994-11-01,0.02693787795492031,0.002078461938165743,0.02446982055464919,-0.007179487179487132,,0.006271379703534752,,,,,,,-0.011187891931597749,,,,
1994-11-02,0.013383297644539605,-0.0005185377236193167,0.005573248407643172,-0.03460743801652888,,0.007554296506137925,,,,,,,-0.005657132050010727,,,,
1994-11-03,-0.0015847860538827918,-0.0028534370946823318,-0.0205859065716546,-0.004280363830925671,,-0.008997188378631726,,,,,,,0.0053547523427042165,,,,
1994-11-04,-0.007407407407407196,0.0007804370447450637,0.0242522231204525,-0.002686727565824776,,-0.004728579534707844,,,,,,,-0.012982796271637898,,,,
1994-11-07,-0.019722814498933983,-0.0036391993761372143,-0.020915548539857887,-0.052262931034482873,,-0.010832383124287248,,,,,,,0.003035521406869135,,,0.037014925373134444,
1994-11-08,0.010331702011962873,0.003913383772502055,-0.0012091898428051584,-0.002842524161455362,,0.003842459173871271,,,,,,,0.007733584398116999,,,-0.061600460564191106,
1994-11-09,-0.022604951560817987,-0.0007796257796257589,-0.009685230024213065,0.011972633979475455,,-0.02047846889952143,,,,,,,0.0016684419532537742,,,0.007361963190184007,
1994-11-10,0.0016519823788547772,0.003641092327698159,0.0052974735126323225,-0.019154929577464674,,0.011137162954278912,,,,,,,-0.0069954430379747246,,,-0.025578562728380105,
1994-11-11,-0.008246289169873688,-0.0005182689816014552,0.008917713822456319,0.0,,-0.0019323671497584183,,,,,,,-0.0036899299499421057,,,0.03125,
1994-11-14,-0.03159645232815966,-0.0010370754472387445,0.02450783447167537,-0.021826536473291247,,0.0019361084220717029,,,,,,,0.00942760942760934,,,0.01090909090909098,
1994-11-15,0.00629650829994266,0.0054502984687256895,0.012156862745098085,0.01879036993540817,,0.008695652173912993,,,,,,,-0.0033355570380253496,,,-0.0011990407673860837,
1994-11-16,-0.011376564277588153,-0.0015487867836859737,0.04106935296396741,-0.043804034582132556,,0.0022988505747127963,,,,,,,0.0033467202141901353,,,-0.06602641056422565,
1994-11-17,0.016110471806674465,-0.002326783867631965,0.0014886490509862238,-0.02471368294153098,,0.00248470948012236,,,,,,,-0.006671114076050699,,,-0.011568123393316143,
1994-11-18,-0.006228765571913875,-0.0036278828712100752,0.0,0.04140914709517918,,-0.018684461391801688,,,,,,,-0.001343183344526544,,,0.0403120936280883,
1994-11-21,0.0005698005698004938,-0.0023407022106631814,0.013377926421404673,0.07655786350148364,,0.0019428793471925054,,,,,,,-0.01008742434431742,,,0.008124999999999938,
1994-11-22,0.014806378132118603,0.0007820646506777607,-0.030069673634030014,0.03307607497243659,,-0.002908667830133771,,,,,,,-0.021739130434782594,,,0.06881587104773712,
1994-11-23,0.01851851851851838,0.002083876009377539,-0.014366729678638834,0.0005336179295623023,,0.0009723842862698895,,,,,,,0.005555555555555536,,,0.0678654292343388,
1994-11-25,,,,,,,,,,,,,0.004834254143646355,,,-0.052688756110809254,
1994-11-28,-0.0016528925619833101,-0.0046789706264621644,0.006520905255082532,-0.0021333333333333204,,-0.007577229454051038,,,,,,,0.00446724398625431,,,-0.03497706422018365,
1994-11-29,-0.003863134657836609,0.008357273439540513,0.0060975609756097615,-0.053981827899519,,0.00469851213782313,,,,,,,-0.00034200482704116464,,,-0.04040404040404044,
1994-11-30,0.0,-0.004144004144004176,0.0018939393939394478,-0.0423728813559322,,-0.03059236165237722,,,,,,,-0.001368925393566034,,,-0.01238390092879249,
1994-12-01,-0.012742382271468178,-0.005721716514954456,0.012854442344045314,-0.024778761061946875,,0.0020100502512563345,,,,,,,-0.009938423577793065,,,0.04639498432601896,
1994-12-02,-0.04657687991021331,-0.008631964425843575,0.00037327360955585753,-0.010889292196007316,,-0.0441323971915748,,,,,,,0.009345906192693043,,,-0.008388256440982622,
1994-12-05,-0.008240141259564293,0.0,-0.016417910447761197,0.05688073394495419,,-0.025183630640083998,,,,,,,0.0010286968449930711,,,-0.027190332326283984,
1994-12-06,0.005341246290801127,0.00026385224274405594,-0.003414264036418979,-0.02141203703703698,,0.011194833153929107,,,,,,,0.0006851662279043769,,,-0.0031055900621118626,
1994-12-07,-0.004132231404958664,0.0002637826431020063,-0.010658545869813296,0.05499704316972198,,-0.0023419203747072626,,,,,,,-0.00718920996252892,,,0.01433021806853585,
1994-12-08,0.014819205690574933,0.0013185654008438519,0.0280877260484802,0.03531390134529144,,0.008749466495945546,,,,,,,-0.0096551724137931,,,0.05835380835380821,
