kind,date,d,s,dur,vol,mult,dir,imp,rel5,r5sign,fwd1m,fwd5m,fwd15m,fwd60m,front,onesided,disp
monster,2021-02-09,16,16811,1,220,28.14,1,5.676,1.562,1,1,0.5,6.75,18.25,,,
monster,2021-02-09,16,18440,1,207,29.29,1,1.739,1.333,1,-4.5,0.75,-0.25,-2.25,,,
monster,2021-02-10,17,15641,1,201,25.63,-1,12.95,3.027,-1,-1.5,-5.25,-14.75,-67,,,
monster,2021-02-10,17,16809,1,275,34.7,-1,14.47,1.257,-1,-1.75,-3.25,-4.75,-57.25,,,
monster,2021-02-10,17,17915,1,406,54.44,1,18.72,5.297,1,-0.25,15.5,30.5,9.75,,,
monster,2021-02-10,17,18074,1,201,30.53,1,5.18,3.509,1,3.5,21,26.25,-1.75,,,
monster,2021-02-10,17,18215,1,326,40.54,1,10.21,3.875,1,2.25,5.75,10.5,1,,,
monster,2021-02-10,17,18338,1,153,26.57,1,6.462,6.786,1,4.75,-0.75,6,-15.25,,,
monster,2021-02-10,17,21546,1,257,29.65,-1,6.63,1.907,-1,3.5,-4.75,22.25,,,,
monster,2021-02-11,18,4968,1,544,27.9,1,6.531,1.354,1,-3.75,-13.5,-26,-3.75,,,
monster,2021-02-11,18,5462,1,714,46.87,-1,16.03,2.111,-1,11.75,-1,-0.25,-2,,,
monster,2021-02-11,18,10311,1,257,30.9,-1,9.63,8.13,-1,-9.75,1.25,17.25,-10.75,,,
monster,2021-02-11,18,11871,1,463,39.69,-1,4.773,4.778,-1,17.5,-20,-36.25,-59,,,
monster,2021-02-11,18,11994,1,194,25.53,-1,4.941,1.917,-1,-1.75,-8,-27.5,-48,,,
monster,2021-02-11,18,14136,1,435,53.37,1,11.84,1.417,1,2.75,-0.25,9,-43.25,,,
monster,2021-02-11,18,14745,1,230,28.22,1,8.571,1.4,1,-4.75,-1.75,-3.75,-35,,,
monster,2021-02-11,18,17020,1,303,44.56,-1,8.696,1.087,-1,2.75,-6.75,1.5,-37,,,
monster,2021-02-11,18,17639,1,330,46.37,-1,6.154,1.688,-1,14.5,3.25,0.5,-37,,,
monster,2021-02-11,18,21305,1,485,47.32,1,10,1.692,1,-4.75,-4.5,-15.75,,,,
monster,2021-02-11,18,22889,1,507,39.92,1,9.925,3.382,1,-8.25,-3.25,,,,,
monster,2021-02-12,19,13876,1,617,75.63,-1,29.14,2.971,-1,4.25,-3,-15.25,0.5,,,
monster,2021-02-12,19,14611,1,265,40.1,1,7.66,1.273,1,2,5.75,0,-6.5,,,
monster,2021-02-12,19,16566,1,213,31.17,-1,6.358,2.867,-1,-4,-9.5,-11.5,-28.5,,,
monster,2021-02-12,19,19497,1,253,34.19,-1,5.753,0.4783,1,-1.5,-4.25,-1.75,-55.25,,,
monster,2021-02-12,19,21669,1,342,37.89,1,2.195,1.704,1,-1.5,3.5,27.5,,,,
monster,2021-02-12,19,21847,1,370,28.52,1,2.233,1.32,1,1.5,6.25,21.5,,,,
monster,2021-02-12,19,22000,1,306,26.63,1,6.136,0.7541,1,4,14,25,,,,
monster,2021-02-16,21,4856,1,565,34.17,-1,11.39,1.625,-1,5.25,20.25,17.5,79,,,
monster,2021-02-16,21,6046,1,415,27.07,-1,7.087,4.125,-1,5.25,-12.25,4.5,86.75,,,
monster,2021-02-16,21,7362,1,534,27.18,-1,6.393,2.394,-1,-3.25,-27.25,-17.75,-8,,,
monster,2021-02-16,21,13402,1,325,33.51,1,5.753,1.688,1,-6.75,-8,-13.75,-32,,,
monster,2021-02-16,21,15823,1,207,26.48,-1,7.397,1.053,-1,2.25,6.75,-7,-7,,,
monster,2021-02-16,21,18111,1,170,25.37,-1,3.429,0.625,1,1.5,-4.25,6.25,21.5,,,
monster,2021-02-16,21,20766,1,279,34.59,1,7.5,1.333,-1,-3,-8.25,-10.75,,,,
monster,2021-02-16,21,20987,1,387,42.3,-1,10,1.105,-1,4,5.75,7.5,,,,
monster,2021-02-17,22,7533,1,408,26.93,-1,11.08,3.68,-1,-7,-6.5,-27.5,-67,,,
monster,2021-02-17,22,7976,1,309,26.7,1,13.15,1.778,1,-9,-23,18.25,54.5,,,
monster,2021-02-17,22,12809,1,250,25.75,1,3.593,2.333,1,-11,2.75,12.5,20.25,,,
monster,2021-02-17,22,16713,1,238,31.73,-1,8.511,2.474,1,-1.75,-0.75,16.25,5.75,,,
monster,2021-02-17,22,17356,1,224,26.69,-1,4.444,1.885,-1,-3,9.75,23,-0,,,
monster,2021-02-17,22,17860,1,193,26.26,1,5.926,5.667,-1,-0.25,-12,-1.75,27.25,,,
monster,2021-02-17,22,21130,1,370,39.19,1,12.89,1.364,1,5.5,14.75,17,,,,
monster,2021-02-18,23,6650,1,349,26.37,-1,15.26,4.737,1,-5.25,-2.25,9,25.5,,,
monster,2021-02-18,23,10003,1,328,27.56,-1,9.524,2.033,1,1,-15.25,-34,-27.75,,,
monster,2021-02-18,23,10332,1,331,26.77,1,8,4.491,1,2.75,13.5,7,30.25,,,
monster,2021-02-18,23,13787,1,257,30.26,1,6.968,5.897,1,-4.5,9.25,30.75,41,,,
monster,2021-02-18,23,14115,1,436,52.53,-1,10.7,1.2,1,-9,-14.25,-22.5,-36.75,,,
monster,2021-02-18,23,14358,1,282,35.62,1,6.621,3.451,1,-3,1.25,-6.75,13.75,,,
monster,2021-02-18,23,14999,1,209,25.57,1,8.633,1.243,1,-6.5,-14,-7.5,9.5,,,
monster,2021-02-18,23,16475,1,293,28.31,1,5.03,4.286,1,-6,1,-5.25,27,,,
monster,2021-02-18,23,18368,1,273,38.86,1,4.58,4.267,1,-3.5,-7.5,-11.25,29.25,,,
monster,2021-02-18,23,19437,1,312,37.37,1,1.491,1.61,-1,-0.25,12.25,41.5,28.75,,,
monster,2021-02-18,23,19807,1,479,58.77,1,9.825,3.625,1,11.75,17,27.5,4,,,
monster,2021-02-18,23,20362,1,172,25.33,1,10.61,1.778,1,1.5,6.5,-0.5,,,,
monster,2021-02-18,23,20982,1,355,39.52,-1,7.857,0.6087,-1,-2.75,-0.25,-4.5,,,,
monster,2021-02-19,24,4498,1,509,26,-1,13.69,1.024,1,-0.5,4,-10,-28.25,,,
monster,2021-02-19,24,9895,1,356,30.67,-1,9.783,2.619,-1,-6.5,2,23.75,91.25,,,
monster,2021-02-19,24,10855,1,290,32.68,-1,9.825,1.226,-1,-4,-3,19.5,36.5,,,
monster,2021-02-19,24,11168,1,292,37.88,-1,9.626,1.963,-1,13.5,19,17.75,48.5,,,
monster,2021-02-19,24,12240,1,310,28.18,-1,13.12,3.415,-1,5.5,-5.75,0.75,-10.5,,,
monster,2021-02-19,24,13244,1,248,28.42,-1,11.32,2.385,-1,2.5,-6.5,-16.25,-40,,,
monster,2021-02-19,24,15738,1,307,36.3,-1,7.912,2.765,-1,-1.5,-10,-12.5,9.25,,,
monster,2021-02-19,24,16685,1,231,28.76,1,3.357,1.822,1,-3.5,-6.25,-19.75,-16.25,,,
monster,2021-02-19,24,17635,1,303,39.1,-1,15.29,5.07,-1,-0.25,6,7.25,-20,,,
monster,2021-02-19,24,17932,1,284,38.08,-1,20.98,3.273,-1,-7.75,-4.5,3.25,-36.5,,,
monster,2021-02-19,24,18173,1,431,45.77,1,6.557,0.3125,1,0.5,-1.5,4.5,30.25,,,
monster,2021-02-19,24,19140,1,291,36.99,-1,4,5.419,1,3.75,11.75,-12.75,-9.25,,,
monster,2021-02-22,25,3545,1,664,27.66,-1,4.629,1.292,-1,-4.25,-8.25,14.25,1.75,,,
monster,2021-02-22,25,16030,1,227,29.67,1,11.05,1.672,1,-0.75,-12,-19.25,-53.5,,,
monster,2021-02-22,25,19564,1,229,26.84,-1,5.926,1.278,-1,6,-0.25,34,92.75,,,
monster,2021-02-22,25,20781,1,330,36.03,-1,16.85,3.762,-1,-8.25,-9,18.5,,,,
monster,2021-02-22,25,21366,1,441,44.43,-1,15.3,2.667,-1,5.25,12.25,31.25,,,,
monster,2021-02-22,25,22489,1,355,27.61,1,8.451,0.6857,-1,6,9.25,-8.5,,,,
monster,2021-02-23,26,9607,1,317,27.67,-1,16.85,3.487,-1,1.5,2.25,-33,-9.5,,,
monster,2021-02-23,26,10260,1,380,36.1,-1,6.429,7.174,1,-13.5,-8.25,-32.5,-27,,,
monster,2021-02-23,26,11561,1,364,27.2,-1,7.368,8.667,-1,-14.75,11.5,-33.5,-125.8,,,
monster,2021-02-23,26,12144,1,287,30.1,-1,13.4,1,-1,-0.25,-56.75,-49.25,-113,,,
monster,2021-02-23,26,13707,1,276,25.56,-1,8.936,3.702,1,-8.25,-12.25,-48.5,-73.5,,,
monster,2021-02-23,26,14256,1,248,26.57,-1,5.714,4.687,1,2,-2.25,-4,-53.75,,,
monster,2021-02-23,26,14808,1,195,27.11,1,9.63,1.447,1,2.25,-3.5,-38,-8.25,,,
monster,2021-02-23,26,17753,1,231,35.4,1,10.06,3.103,1,14,12.5,-24.75,144,,,
monster,2021-02-23,26,19587,1,295,34.57,1,16.53,6.111,1,-8,18.25,63.25,79.75,,,
monster,2021-02-23,26,19850,1,208,25.52,1,9.948,3.843,1,3,10.25,69.75,81.25,,,
monster,2021-02-23,26,20558,1,443,39.82,1,11.54,7.564,1,-18,11.5,27,,,,
monster,2021-02-23,26,21489,1,287,34.44,1,8.525,1.298,1,26,15.25,2,,,,
monster,2021-02-24,27,10898,1,365,34.84,1,4.221,3.871,1,-0.5,11.25,0.25,4,,,
monster,2021-02-24,27,15370,1,272,37.18,-1,10.4,0.6,-1,-9.75,5.5,7.25,-6,,,
monster,2021-02-24,27,16647,1,241,25.46,-1,10.33,1.941,-1,12,-3,-5.25,2.5,,,
monster,2021-02-25,28,4824,1,1080,59.72,1,7.952,2.974,-1,-6.25,6.75,41.5,-64,,,
monster,2021-02-25,28,5771,1,365,26.37,1,2.509,2.415,1,-25.75,8,5.75,-170,,,
monster,2021-02-25,28,8269,1,345,25.48,-1,5.612,3.825,-1,-8.25,29.25,54,116,,,
monster,2021-02-25,28,9381,1,529,36.15,-1,12.77,1.354,-1,-5.5,-19.5,-22.25,107.2,,,
monster,2021-02-25,28,9782,1,389,27.62,-1,11.69,5.878,-1,-33.5,-47.25,1,70.75,,,
monster,2021-02-25,28,9946,1,393,33.73,1,15.28,2.269,1,0,-18,-57.5,-115.5,,,
monster,2021-02-25,28,12851,1,473,37.89,-1,19.03,6.045,-1,-3,-36.25,-90.5,-95.25,,,
monster,2021-02-25,28,15620,1,379,49.11,-1,29.66,3.4,-1,-9.5,17.75,-18,-32.25,,,
monster,2021-02-25,28,15968,1,198,27.5,-1,9.936,4.222,-1,-3,-20.5,-98.75,-32,,,
monster,2021-02-25,28,16785,1,322,39.55,-1,17.33,16,1,-11,-21,-35,101.8,,,
monster,2021-02-25,28,17390,1,615,63.29,-1,24.24,0.7442,1,7.25,-16,-5,128,,,
monster,2021-02-25,28,17544,1,374,33.22,1,13.68,3,1,4.25,-5,-38.75,-146.2,,,
monster,2021-02-25,28,18415,1,217,29.36,-1,7.543,11.1,-1,11.25,36.25,38.5,164,,,
monster,2021-02-25,28,20534,1,286,26.94,1,24.23,2.109,-1,-16,-40.75,-56.25,,,,
monster,2021-02-25,28,22231,1,545,39.52,-1,17.06,6.881,-1,-22.5,-59.5,-95.75,,,,
monster,2021-02-26,29,9676,1,305,31.63,1,8.421,7.161,1,14.25,27.5,19.75,-40.25,,,
monster,2021-02-26,29,9978,1,352,27.23,1,10.54,4.847,1,-8.25,10.25,-36.75,-86.75,,,
monster,2021-02-26,29,17683,1,252,30.67,1,22.11,1.759,-1,-1.75,1.5,45.25,71.25,,,
monster,2021-02-26,29,18390,1,211,28.55,1,15.09,11.16,1,6.5,3,13,-26,,,
monster,2021-02-26,29,20100,1,252,26.23,1,9.032,5.28,1,-3,4.25,17.75,,,,
monster,2021-02-26,29,20477,1,188,26.83,1,9.385,4.625,1,11,-10,-29.75,,,,
monster,2021-03-01,30,5605,1,568,27.31,-1,11.21,1.619,-1,7,-2.25,-14.75,-47,,,
monster,2021-03-01,30,8276,1,341,25.18,-1,3.453,1.649,1,-3,-7.5,-11,-6.5,,,
monster,2021-03-01,30,12695,1,351,32.88,1,8.814,2.167,-1,7.75,-1,-17.25,3,,,
monster,2021-03-01,30,16858,1,445,39.76,1,8.715,3.122,1,2.75,19.25,22.5,45.25,,,
monster,2021-03-01,30,17129,1,262,34.36,1,3.922,4.842,1,2.5,3.5,7,30.5,,,
monster,2021-03-01,30,17686,1,214,26.04,-1,2.105,0.5517,1,1.5,-1.25,-2.25,-24.25,,,
monster,2021-03-02,31,9501,1,483,36.87,-1,13.54,2.686,1,-3.5,-6.25,-16.25,-39.5,,,
monster,2021-03-02,31,10712,1,261,27.52,-1,6.439,2.833,-1,5,-9.25,-42.25,-33,,,
monster,2021-03-02,31,15136,1,628,68.2,-1,29.01,0.2105,1,-1,-5.25,3,41.75,,,
monster,2021-03-02,31,15344,1,197,26.04,-1,7.895,2.057,-1,-4.5,-9.5,8.75,50.25,,,
monster,2021-03-02,31,16571,1,220,29.2,1,1.121,0.2222,1,1,-14,-34.25,-18,,,
monster,2021-03-03,32,10738,1,239,25.2,-1,7.024,2.5,-1,-2.25,-2,19.75,4.25,,,
monster,2021-03-03,32,12686,1,373,34.94,-1,16.27,2.833,-1,1.5,12,-2.75,53,,,
monster,2021-03-03,32,13488,1,362,34.64,-1,9.524,1.32,-1,-18.25,-32,-52,47,,,
monster,2021-03-03,32,13768,1,531,50.85,1,11.61,4.041,1,11.25,35.5,-12,-101.8,,,
monster,2021-03-03,32,15392,1,500,62.31,-1,15.2,3.375,-1,4.5,25.5,33.5,58.25,,,
monster,2021-03-03,32,16203,1,246,33.09,-1,14.82,4.968,-1,0.5,-5.5,2.75,-4.75,,,
monster,2021-03-03,32,16559,1,378,37.77,-1,7.5,2.39,-1,7.25,9.75,23.5,-20.25,,,
monster,2021-03-03,32,16734,1,341,31.79,1,3.046,3.706,-1,7.25,14.5,-16.75,10.5,,,
monster,2021-03-03,32,18040,1,194,25.44,-1,14.91,1.527,-1,6,28,-27.75,-0.5,,,
monster,2021-03-03,32,18839,1,383,47.43,-1,25.93,1.132,1,-6.5,18.5,-31.5,13.25,,,
monster,2021-03-03,32,19495,1,309,35.65,-1,14.46,8.927,1,-11.75,-11.5,0.5,46.25,,,
monster,2021-03-03,32,19752,1,200,28.74,1,7.843,5.95,1,-15.75,-8.75,-19.75,-69.75,,,
monster,2021-03-03,32,20872,1,370,33.46,1,11.11,6.158,-1,-5.25,-0.25,-5.25,,,,
monster,2021-03-04,33,4072,1,625,25.8,-1,8.842,3.222,1,-15,-20.75,-105.5,-72.5,,,
monster,2021-03-04,33,8585,1,437,30.67,-1,9.084,1.941,-1,1.5,12.5,16,268.8,,,
monster,2021-03-04,33,9776,1,370,26.13,-1,15.9,6.34,-1,25.5,-2.25,132.8,282.5,,,
monster,2021-03-04,33,10384,1,253,25.71,-1,21.96,9.705,-1,11.25,81.75,114,237.2,,,
monster,2021-03-04,33,11101,1,352,42.45,-1,11.45,2.78,-1,14,3.25,16.25,114,,,
monster,2021-03-04,33,12043,1,422,31.32,-1,12.18,10.64,-1,-7,4.25,7.25,143.2,,,
monster,2021-03-04,33,12187,1,314,27.3,-1,4,4.621,-1,-33.75,16,31,121.2,,,
monster,2021-03-04,33,12395,1,498,40.46,-1,12.77,3.19,-1,13,24.75,38,157,,,
monster,2021-03-04,33,12796,1,466,44.45,1,8.195,6.143,1,-9.5,-40,-60.75,-168.8,,,
monster,2021-03-04,33,13182,1,247,29.88,-1,23.77,6,-1,-9,24.75,30,85.75,,,
monster,2021-03-04,33,13356,1,386,38.54,-1,9.818,7.962,-1,6.5,6.25,5.25,43.5,,,
monster,2021-03-04,33,13674,1,304,28.13,-1,11.66,3.733,-1,-31,-14.5,-42,64.75,,,
monster,2021-03-04,33,14040,1,432,30.09,-1,2.388,6.76,-1,-12.5,-50.75,-45.5,1,,,
monster,2021-03-04,33,14541,1,336,29.65,1,6.027,8.52,1,-28.5,-30,-57.25,-30.5,,,
monster,2021-03-04,33,15028,1,250,35.17,-1,0.7547,5.212,1,-12.25,31.5,128,38.5,,,
monster,2021-03-04,33,15347,1,273,34.96,-1,1.491,10.57,-1,-10.25,48.25,85.5,-50,,,
monster,2021-03-04,33,15567,1,473,43.66,-1,14.82,5.227,-1,12.5,53.5,90.5,-100.5,,,
monster,2021-03-04,33,15829,1,206,26.9,-1,10.63,11.33,-1,15,16,-9,-140,,,
monster,2021-03-04,33,15982,1,227,31.03,-1,12,7.778,-1,7,23,-54.5,-163.8,,,
monster,2021-03-04,33,16892,1,331,36.41,1,3.618,12.19,1,-4.25,-25.25,33.75,63,,,
monster,2021-03-04,33,18998,1,360,34.59,1,10.61,9.821,1,5.5,31.75,24.25,-4.75,,,
monster,2021-03-04,33,19187,1,360,45.28,1,6.391,12.14,1,-5.75,-30.5,-42.5,-54.75,,,
monster,2021-03-04,33,20217,1,261,29.89,-1,0,10.2,-1,-22.75,7.25,22.5,,,,
monster,2021-03-04,33,20574,1,291,27.28,-1,11.07,9.5,-1,-17.25,-2.25,1.25,,,,
monster,2021-03-05,34,6303,1,674,43.09,-1,8.545,2.427,-1,-4,20,67.75,-70.25,,,
monster,2021-03-05,34,6637,1,510,29.61,-1,9.452,5.443,-1,-18,-14.25,-10.25,-129.8,,,
monster,2021-03-05,34,7637,1,468,25.68,1,10.32,2.83,1,16.75,23.25,4.5,152.8,,,
monster,2021-03-05,34,12844,1,518,38.56,-1,11.9,2.68,-1,30.5,7.25,-58,-78,,,
monster,2021-03-05,34,13710,1,352,28.81,1,7.814,11.63,1,5,14.75,37,-16,,,
monster,2021-03-05,34,14335,1,290,27.75,1,6.14,3.574,1,-3,-12,9,-23,,,
monster,2021-03-05,34,14458,1,209,26.6,-1,2.857,0.9167,-1,-22.75,-24.75,-20,-11,,,
monster,2021-03-05,34,17457,1,295,43.44,-1,8.889,0.5366,-1,15.25,-13.5,-100.5,-110.2,,,
monster,2021-03-05,34,19646,1,317,28.12,1,6.89,3.864,1,15.75,29.25,-0.25,6,,,
monster,2021-03-05,34,21800,1,467,29.29,-1,5.83,2.512,-1,-9.5,-18,-33,,,,
monster,2021-03-08,35,16664,1,344,26.86,-1,8.276,0.04082,-1,-18.75,-19,-27.25,58,,,
monster,2021-03-08,35,20045,1,360,28.02,1,9.62,4.243,-1,-6.5,-19.75,-21.25,,,,
monster,2021-03-08,35,20297,1,393,39.56,-1,5.797,2.571,-1,-7,6,15.5,,,,
monster,2021-03-08,35,20682,1,371,30.12,-1,4.267,3.6,-1,1.75,12.5,2.75,,,,
monster,2021-03-08,35,21067,1,233,26.28,-1,8.955,5.373,-1,-2.5,-4,-46.75,,,,
monster,2021-03-09,36,12871,1,381,25.73,1,4.124,6.28,1,14.25,19.5,21.75,46,,,
monster,2021-03-09,36,13374,1,340,26.67,1,6.508,1.169,1,-6,3.25,-1.75,8,,,
monster,2021-03-09,36,14173,1,360,36.15,-1,11.8,0.2857,1,-8.5,3.25,-20,8.25,,,
monster,2021-03-09,36,14366,1,360,31.6,-1,6.234,1.194,-1,3.5,-16.75,-22,10.5,,,
monster,2021-03-09,36,14672,1,387,30.63,-1,9.73,1.556,1,-6.25,-2.75,-9.75,13.75,,,
monster,2021-03-09,36,15440,1,401,37.1,-1,8.649,0.1509,-1,-4,0.75,-8.75,-2,,,
monster,2021-03-09,36,20460,1,262,33.59,1,6.346,2.491,1,-1,10.5,4.75,,,,
monster,2021-03-09,36,21129,1,422,27.27,-1,6.761,0.4857,-1,0.5,1,-4.5,,,,
monster,2021-03-09,36,21361,1,337,27.85,-1,10.08,0.4286,-1,-1,-4,8.5,,,,
monster,2021-03-10,37,9055,1,371,26.48,-1,11.56,0.3396,-1,0.25,10.75,-6.5,11.25,,,
monster,2021-03-10,37,11186,1,317,25.14,1,2.857,0.03175,1,1.75,-27,35.5,-7.5,,,
monster,2021-03-10,37,13653,1,314,27.52,-1,16.97,7.526,-1,9.5,5.5,-16.5,1.75,,,
monster,2021-03-10,37,16592,1,261,25.67,-1,9.661,1.236,-1,-17.5,-2.25,-42.25,-42.75,,,
monster,2021-03-10,37,17645,1,268,27.8,-1,6.614,2.906,-1,3.75,-9.5,-21.75,-32.5,,,
monster,2021-03-10,37,17969,1,241,28.55,-1,7.727,0.72,1,-7.5,-9.25,-14,-21,,,
monster,2021-03-10,37,19201,1,257,28.96,-1,2.844,2.116,1,-16.75,-24.5,-28,15,,,
monster,2021-03-10,37,20122,1,286,26.73,-1,5.665,1.6,1,29,17.25,32.75,,,,
monster,2021-03-11,38,6857,1,517,31.4,1,1.524,0.8989,1,6.5,1,13,30.25,,,
monster,2021-03-11,38,18685,1,268,26.91,-1,9.344,1.72,-1,-4.25,-9.5,-0.75,5.25,,,
monster,2021-03-11,38,20362,1,387,43.32,-1,7.059,0.5814,-1,-12.5,-5.75,-20.25,,,,
monster,2021-03-15,40,17607,1,324,27.55,1,4.583,1.018,1,5.75,12.5,12.5,-6,,,
monster,2021-03-15,40,21164,1,489,29.74,-1,9.26,1.758,-1,5.5,-4,-1,,,,
monster,2021-03-16,41,8395,1,697,45.78,-1,7.731,1.975,-1,-4.75,-6.75,-3,36.5,,,
monster,2021-03-16,41,11588,1,396,39.18,1,6.057,1.333,1,-0.5,1.5,-4.75,-26,,,
monster,2021-03-16,41,12964,1,1355,94.87,1,34.88,1.784,1,-2.5,1.25,-1,-47,,,
monster,2021-03-16,41,18577,1,228,32.69,1,2.335,2.161,-1,-0.5,-5,11.75,77.75,,,
monster,2021-03-16,41,18786,1,244,28.1,-1,6.95,1.738,-1,-3.5,-8,-32.5,-86,,,
monster,2021-03-16,41,20370,1,228,25.52,1,5.714,3.558,1,-4.25,-3.75,7.5,,,,
monster,2021-03-16,41,22160,1,487,35.18,1,0.3625,1.818,1,-15.5,-2.75,-23.5,,,,
monster,2021-03-17,42,9343,1,382,26.51,-1,7.122,1.362,-1,11,-16,-44.75,-15.75,,,
monster,2021-03-17,42,16320,1,479,31.95,1,19.84,5.86,1,66.25,42.75,134.2,226.5,,,
monster,2021-03-17,42,16742,1,346,28.56,-1,2.991,0.768,1,-10,-75,-58.75,-200,,,
monster,2021-03-17,42,16916,1,457,35.22,-1,4.575,1.24,1,-39,-70,-33.25,-188.8,,,
monster,2021-03-17,42,17945,1,268,29.94,-1,4.907,3.391,-1,3,17.5,-65.25,-119.5,,,
monster,2021-03-17,42,18786,1,328,37.77,1,11.78,9.6,1,-0.5,48.75,41,42.5,,,
monster,2021-03-17,42,19107,1,324,31.15,1,2.609,3.613,1,2.5,-13.5,28.25,-29,,,
monster,2021-03-17,42,19796,1,401,54.93,1,18,1.913,1,-0.25,18.25,21.25,-38.75,,,
monster,2021-03-17,42,20552,1,320,28.72,-1,6.272,0.8955,-1,11.25,16,42.25,,,,
monster,2021-03-18,43,9693,1,520,47.13,1,6,1.527,1,2,9.5,-3.75,-77.25,,,
monster,2021-03-18,43,11223,1,384,31.24,-1,10.2,1.638,-1,7.75,11.25,26.75,17.25,,,
monster,2021-03-18,43,12472,1,478,45.92,-1,12.22,1.654,-1,16,8.5,12.25,-49.25,,,
monster,2021-03-18,43,12708,1,477,33.83,-1,6.095,2.594,-1,-17,-27.25,-27,-76,,,
monster,2021-03-18,43,15807,1,253,27.88,1,6.36,3.422,1,-5.5,-7,-14,-133.8,,,
monster,2021-03-18,43,16985,1,296,27.26,-1,5,3.763,-1,0.75,13.25,30,87.5,,,
monster,2021-03-18,43,18360,1,407,35.21,-1,3.646,3.317,-1,1,2.25,31,43.75,,,
monster,2021-03-18,43,18748,1,357,26.48,-1,8.129,1.342,-1,2.25,9.75,0.25,36.75,,,
monster,2021-03-19,44,6281,1,509,34.98,-1,5.217,1.548,-1,3.5,-14.5,41.25,-29.25,,,
monster,2021-03-19,44,12935,1,433,32.6,-1,4.952,1.536,-1,-2.5,17.75,-1.25,-13.25,,,
monster,2021-03-19,44,15062,1,389,44.33,-1,10.63,0.1071,1,-4,4.75,-13.25,8.5,,,
monster,2021-03-22,45,11758,1,345,29.49,1,3.529,1.247,1,8.5,3.75,7,-12,,,
monster,2021-03-22,45,20154,1,636,45.37,1,5.175,1.028,1,-4.75,-14.75,-33.25,,,,
monster,2021-03-22,45,21502,1,390,27.19,1,3.179,0.6458,-1,-2.75,-5.75,-19,,,,
monster,2021-03-23,46,7568,1,442,32.4,-1,7.262,0.9365,-1,-2.75,20.75,27.75,40.5,,,
monster,2021-03-23,46,9491,1,579,41.21,-1,15.64,4.775,-1,-4,-28.25,-21.25,-49.25,,,
monster,2021-03-23,46,16283,1,440,50.05,1,4.698,0.6154,-1,-9.25,2,12.5,-27.25,,,
monster,2021-03-23,46,16435,1,416,33.66,1,4.198,1.524,-1,0.5,-0.75,9.5,-42,,,
monster,2021-03-23,46,19639,1,513,37.91,-1,7.253,2.098,-1,4.5,16,8.75,53.75,,,
monster,2021-03-23,46,21490,1,449,30.49,1,3.179,0.5238,-1,8.75,3.5,-0.25,,,,
monster,2021-03-23,46,22427,1,409,27.98,-1,7.48,0.6875,1,-7,-8.75,-3,,,,
monster,2021-03-24,47,7042,1,520,27,1,8.696,2.408,1,-2,-11,-37.5,-80.75,,,
monster,2021-03-24,47,11988,1,308,28.34,-1,6.406,2.056,-1,4.75,9.5,38.75,28.75,,,
monster,2021-03-24,47,12502,1,314,33.02,1,2.687,0.2167,-1,2.25,-17.25,-28,2,,,
monster,2021-03-24,47,13480,1,336,26.76,-1,5.035,0.6966,-1,5.5,6.75,-18,-36.75,,,
monster,2021-03-24,47,13623,1,358,31.2,-1,4.648,2.833,-1,-6.5,-23.75,-38.75,-53.5,,,
monster,2021-03-24,47,13820,1,345,33.99,1,3.81,0.2857,1,0.75,11.5,24.25,49.5,,,
monster,2021-03-24,47,14011,1,294,27.98,-1,5.434,2.759,1,-0.25,-4.5,-14.5,-37.25,,,
monster,2021-03-24,47,15255,1,317,37.48,-1,4.138,2.958,-1,2.25,-11,-33.25,18,,,
monster,2021-03-24,47,17640,1,271,27.3,1,5.902,1.16,1,-5.75,-35,-52.5,-82.75,,,
monster,2021-03-24,47,18824,1,395,41.4,1,2.927,2.267,-1,3.5,15.75,-5.5,-44.75,,,
monster,2021-03-24,47,19633,1,390,28.82,1,6.264,4.393,-1,2.5,-13.25,14,-71,,,
monster,2021-03-24,47,22180,1,375,25.1,1,6,0.7704,-1,9.5,4.75,-11.5,,,,
monster,2021-03-25,48,8161,1,437,29.91,-1,9.848,3.553,-1,11.75,-3.25,-29.5,-86.5,,,
monster,2021-03-25,48,8811,1,354,30.69,-1,2.408,0.95,1,4.5,-49.5,-56.25,-107.5,,,
monster,2021-03-25,48,9282,1,492,34.43,-1,7.347,3.714,1,-10,-7.25,-14.25,-1.5,,,
monster,2021-03-25,48,9423,1,575,29.83,-1,7.221,1.756,1,4.75,13,0.25,-14.5,,,
monster,2021-03-25,48,9602,1,355,25.82,-1,5.96,0.5581,-1,-7,20,-19,-19.25,,,
monster,2021-03-25,48,9759,1,416,25.89,-1,6.334,0.6022,-1,8.25,3.5,-46.75,-42.5,,,
monster,2021-03-25,48,9900,1,293,27.34,-1,3.38,2.341,-1,-1.5,-36.75,-72.5,-57.25,,,
monster,2021-03-25,48,10373,1,517,31.91,-1,9.494,2.386,1,-1.5,-21.5,-18.5,-9,,,
monster,2021-03-25,48,10805,1,394,33.25,-1,8.027,1.7,1,-2,9.5,10,31.5,,,
monster,2021-03-25,48,12838,1,548,31.36,-1,15.42,3.679,-1,8,-5.75,-50,37.75,,,
monster,2021-03-25,48,13628,1,334,29.11,1,6.761,3.405,1,-7,-22.5,-46.75,-97,,,
monster,2021-03-25,48,15104,1,542,55.07,-1,11.47,1.186,-1,-14.5,-25.5,1,2.5,,,
